DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,b0,*,*,*,409.0,431.0
a0,b1,*,*,*,29.0,37.0
a0,b12,*,*,*,9.0,15.0
a0,b14,*,*,*,130.0,170.0
a0,b16,*,*,*,2.0,1.0
a0,b17,*,*,*,423.0,435.0
a0,b18,*,*,*,472.0,458.0
a0,b3,*,*,*,19.0,23.0
a0,b6,*,*,*,49.0,53.0
a0,b9,*,*,*,978.0,963.0
a1,b0,*,*,*,11.0,16.0
a1,b17,*,*,*,14.0,13.0
a1,b18,*,*,*,35.0,37.0
a1,b3,*,*,*,2.0,1.0
a1,b9,*,*,*,113.0,106.0
a10,b0,*,*,*,47.0,40.0
a10,b9,*,*,*,186.0,207.0
a11,b0,*,*,*,80.0,79.0
a11,b14,*,*,*,15.0,12.0
a11,b9,*,*,*,232.0,215.0
a12,b0,*,*,*,1124.0,1030.0
a12,b1,*,*,*,5.0,13.0
a12,b10,*,*,*,6.0,3.0
a12,b11,*,*,*,30.0,30.0
a12,b12,*,*,*,106.0,83.0
a12,b13,*,*,*,90.0,72.0
a12,b14,*,*,*,109.0,125.0
a12,b15,*,*,*,48.0,54.0
a12,b16,*,*,*,47.0,31.0
a12,b17,*,*,*,79.0,83.0
a12,b18,*,*,*,15.0,12.0
a12,b2,*,*,*,68.0,64.0
a12,b20,*,*,*,83.0,82.0
a12,b21,*,*,*,14.0,19.0
a12,b22,*,*,*,1.0,2.0
a12,b23,*,*,*,26.0,34.0
a12,b24,*,*,*,54.0,48.0
a12,b25,*,*,*,317.0,280.0
a12,b27,*,*,*,192.0,189.0
a12,b3,*,*,*,224.0,253.0
a12,b4,*,*,*,179.0,172.0
a12,b5,*,*,*,116.0,136.0
a12,b6,*,*,*,75.0,93.0
a12,b8,*,*,*,59.0,43.0
a12,b9,*,*,*,1687.0,1646.0
a13,b0,*,*,*,54.0,57.0
a13,b9,*,*,*,159.0,153.0
a14,b0,*,*,*,74.0,100.0
a14,b17,*,*,*,33.0,33.0
a14,b18,*,*,*,46.0,38.0
a14,b3,*,*,*,1.0,2.0
a14,b9,*,*,*,215.0,205.0
a15,b0,*,*,*,462.0,429.0
a15,b11,*,*,*,39.0,42.0
a15,b14,*,*,*,62.0,58.0
a15,b15,*,*,*,3.0,12.0
a15,b16,*,*,*,41.0,28.0
a15,b17,*,*,*,169.0,191.0
a15,b20,*,*,*,24.0,24.0
a15,b27,*,*,*,16.0,20.0
a15,b28,*,*,*,20.0,16.0
a15,b3,*,*,*,64.0,62.0
a15,b4,*,*,*,14.0,22.0
a15,b6,*,*,*,22.0,26.0
a15,b8,*,*,*,103.0,113.0
a15,b9,*,*,*,704.0,694.0
a16,b0,*,*,*,607.0,569.0
a16,b1,*,*,*,8.0,13.0
a16,b10,*,*,*,33.0,33.0
a16,b11,*,*,*,150.0,144.0
a16,b12,*,*,*,14.0,19.0
a16,b13,*,*,*,66.0,63.0
a16,b14,*,*,*,245.0,268.0
a16,b15,*,*,*,219.0,195.0
a16,b16,*,*,*,355.0,329.0
