DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,*,*,*,*,4568.0,538.0
a1,*,*,*,*,314.0,34.0
a10,*,*,*,*,424.0,56.0
a11,*,*,*,*,566.0,67.0
a12,*,*,*,*,8414.0,937.0
a13,*,*,*,*,377.0,46.0
a14,*,*,*,*,672.0,75.0
a15,*,*,*,*,3134.0,346.0
a16,*,*,*,*,7130.0,844.0
a17,*,*,*,*,1741.0,197.0
a18,*,*,*,*,378.0,39.0
a19,*,*,*,*,15.0,3.0
a2,*,*,*,*,12.0,0.0
a20,*,*,*,*,2153.0,238.0
a21,*,*,*,*,28994.0,3289.0
a22,*,*,*,*,707.0,58.0
a23,*,*,*,*,114.0,18.0
a24,*,*,*,*,380.0,52.0
a25,*,*,*,*,926.0,100.0
a26,*,*,*,*,6.0,0.0
a27,*,*,*,*,823.0,98.0
a28,*,*,*,*,406.0,47.0
a29,*,*,*,*,499.0,254.0
a3,*,*,*,*,4468.0,509.0
a30,*,*,*,*,476.0,43.0
a31,*,*,*,*,492.0,54.0
a32,*,*,*,*,587.0,52.0
a33,*,*,*,*,495.0,48.0
a34,*,*,*,*,517.0,71.0
a35,*,*,*,*,481.0,53.0
a36,*,*,*,*,510.0,48.0
a37,*,*,*,*,282.0,33.0
a38,*,*,*,*,556.0,80.0
a39,*,*,*,*,468.0,48.0
a4,*,*,*,*,4359.0,504.0
a40,*,*,*,*,641.0,70.0
a41,*,*,*,*,744.0,90.0
a42,*,*,*,*,500.0,52.0
a43,*,*,*,*,605.0,82.0
a44,*,*,*,*,690.0,78.0
a45,*,*,*,*,34.0,2.0
a46,*,*,*,*,374.0,37.0
a47,*,*,*,*,560.0,52.0
a5,*,*,*,*,1120.0,116.0
a6,*,*,*,*,746.0,91.0
a7,*,*,*,*,390.0,33.0
a8,*,*,*,*,2148.0,234.0
a9,*,*,*,*,569.0,61.0
*,b0,*,*,*,16960.0,2137.0
*,b1,*,*,*,1377.0,153.0
*,b10,*,*,*,277.0,29.0
*,b11,*,*,*,826.0,95.0
*,b12,*,*,*,1506.0,156.0
*,b13,*,*,*,308.0,25.0
*,b14,*,*,*,3440.0,417.0
*,b15,*,*,*,813.0,105.0
*,b16,*,*,*,1447.0,194.0
*,b17,*,*,*,4213.0,446.0
*,b18,*,*,*,7467.0,813.0
*,b19,*,*,*,534.0,60.0
*,b2,*,*,*,299.0,31.0
*,b20,*,*,*,765.0,93.0
*,b21,*,*,*,289.0,41.0
*,b22,*,*,*,263.0,28.0
