DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,*,*,*,*,2518,2588
a1,*,*,*,*,183,165
a10,*,*,*,*,234,246
a11,*,*,*,*,304,329
a12,*,*,*,*,4663,4688
a13,*,*,*,*,214,209
a14,*,*,*,*,402,345
a15,*,*,*,*,1738,1742
a16,*,*,*,*,4007,3967
a17,*,*,*,*,999,939
a18,*,*,*,*,200,217
a19,*,*,*,*,6,12
a2,*,*,*,*,5,7
a20,*,*,*,*,1244,1147
a21,*,*,*,*,16009,16274
a22,*,*,*,*,392,373
a23,*,*,*,*,66,66
a24,*,*,*,*,232,200
a25,*,*,*,*,526,500
a26,*,*,*,*,3,3
a27,*,*,*,*,449,472
a28,*,*,*,*,239,214
a29,*,*,*,*,378,375
a3,*,*,*,*,2445,2532
a30,*,*,*,*,274,245
a31,*,*,*,*,288,258
a32,*,*,*,*,339,300
a33,*,*,*,*,286,257
a34,*,*,*,*,296,292
a35,*,*,*,*,248,286
a36,*,*,*,*,289,269
a37,*,*,*,*,159,156
a38,*,*,*,*,311,325
a39,*,*,*,*,253,263
a4,*,*,*,*,2469,2394
a40,*,*,*,*,354,357
a41,*,*,*,*,446,388
a42,*,*,*,*,283,269
a43,*,*,*,*,342,345
a44,*,*,*,*,382,386
a45,*,*,*,*,19,17
a46,*,*,*,*,201,210
a47,*,*,*,*,297,315
a5,*,*,*,*,618,618
a6,*,*,*,*,425,412
a7,*,*,*,*,203,220
a8,*,*,*,*,1173,1209
a9,*,*,*,*,323,307
*,b0,*,*,*,9571,9526
*,b1,*,*,*,740,790
*,b10,*,*,*,136,170
*,b11,*,*,*,466,455
*,b12,*,*,*,827,835
*,b13,*,*,*,175,158
*,b14,*,*,*,1943,1914
*,b15,*,*,*,450,468
*,b16,*,*,*,802,839
*,b17,*,*,*,2320,2339
*,b18,*,*,*,4200,4080
*,b19,*,*,*,297,297
*,b2,*,*,*,167,163
*,b20,*,*,*,430,428
*,b21,*,*,*,142,188
*,b22,*,*,*,154,137
*,b23,*,*,*,640,701
*,b24,*,*,*,283,257
*,b25,*,*,*,1222,1250
*,b26,*,*,*,36,48
*,b27,*,*,*,274,290
*,b28,*,*,*,110,106
*,b3,*,*,*,926,931
*,b4,*,*,*,480,492
*,b5,*,*,*,331,383
*,b6,*,*,*,587,607
*,b7,*,*,*,4,5
*,b8,*,*,*,949,974
*,b9,*,*,*,19072,18877
*,*,c0,*,*,10614,10664
*,*,c1,*,*,10597,10615
*,*,c2,*,*,4721,4699
*,*,c3,*,*,7765,7744
*,*,c4,*,*,6056,6164
*,*,c5,*,*,7981,7822
*,*,*,d0,*,12021,11985
*,*,*,d1,*,11220,11073
*,*,*,d2,*,6952,7004
*,*,*,d3,*,10880,10984
*,*,*,d4,*,6661,6662
*,*,*,*,e0,260,256
*,*,*,*,e1,263,271
*,*,*,*,e10,277,254
*,*,*,*,e100,64,74
*,*,*,*,e101,132,117
*,*,*,*,e102,119,124
*,*,*,*,e103,132,117
*,*,*,*,e104,143,133
*,*,*,*,e105,120,108
*,*,*,*,e106,121,128
*,*,*,*,e107,139,131
*,*,*,*,e108,118,104
*,*,*,*,e109,126,114
*,*,*,*,e11,274,287
*,*,*,*,e110,106,131
*,*,*,*,e111,126,129
*,*,*,*,e112,115,119
*,*,*,*,e113,111,132
*,*,*,*,e114,129,132
*,*,*,*,e115,130,128
*,*,*,*,e116,120,132
*,*,*,*,e117,116,142
*,*,*,*,e118,121,128
*,*,*,*,e119,115,119
*,*,*,*,e12,253,281
*,*,*,*,e120,5,3
*,*,*,*,e121,4,4
*,*,*,*,e122,3,5
*,*,*,*,e123,5,3
*,*,*,*,e124,6,2
*,*,*,*,e125,4,4
*,*,*,*,e126,139,128
*,*,*,*,e127,125,121
*,*,*,*,e128,276,240
*,*,*,*,e129,264,273
*,*,*,*,e13,266,262
*,*,*,*,e130,284,286
*,*,*,*,e131,253,284
*,*,*,*,e132,292,267
*,*,*,*,e133,252,259
*,*,*,*,e134,250,288
*,*,*,*,e135,271,299
*,*,*,*,e136,258,295
*,*,*,*,e137,254,272
*,*,*,*,e138,240,293
*,*,*,*,e139,259,260
*,*,*,*,e14,263,271
*,*,*,*,e140,283,255
*,*,*,*,e141,275,260
*,*,*,*,e142,244,270
*,*,*,*,e143,385,387
*,*,*,*,e144,51,36
*,*,*,*,e145,40,47
*,*,*,*,e146,52,35
*,*,*,*,e147,40,38
*,*,*,*,e148,40,38
*,*,*,*,e149,41,37
*,*,*,*,e15,273,285
*,*,*,*,e150,44,37
*,*,*,*,e151,45,51
*,*,*,*,e152,49,47
*,*,*,*,e153,80,85
*,*,*,*,e154,73,86
*,*,*,*,e155,34,29
*,*,*,*,e156,42,57
*,*,*,*,e157,44,61
*,*,*,*,e158,40,44
*,*,*,*,e159,45,27
*,*,*,*,e16,287,265
*,*,*,*,e160,51,42
*,*,*,*,e161,48,45
*,*,*,*,e162,52,47
*,*,*,*,e163,55,38
*,*,*,*,e164,48,42
*,*,*,*,e165,44,43
*,*,*,*,e166,51,48
*,*,*,*,e167,64,50
*,*,*,*,e168,53,64
*,*,*,*,e169,67,80
*,*,*,*,e17,279,312
*,*,*,*,e170,40,32
*,*,*,*,e171,31,29
*,*,*,*,e172,57,81
*,*,*,*,e173,43,41
*,*,*,*,e174,36,48
*,*,*,*,e175,41,25
*,*,*,*,e176,437,403
*,*,*,*,e177,422,424
*,*,*,*,e178,72,81
*,*,*,*,e179,85,80
*,*,*,*,e18,282,291
*,*,*,*,e180,82,86
*,*,*,*,e181,85,74
*,*,*,*,e182,415,413
