DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,b0,c0,d0,*,76.0,17.0
a0,b0,c0,d2,*,69.0,9.0
a0,b0,c0,d3,*,73.0,5.0
a0,b0,c1,d0,*,73.0,8.0
a0,b0,c1,d1,*,8.0,1.0
a0,b0,c1,d2,*,88.0,5.0
a0,b0,c1,d3,*,84.0,9.0
a0,b0,c4,d0,*,15.0,3.0
a0,b0,c4,d2,*,85.0,8.0
a0,b0,c4,d3,*,12.0,0.0
a0,b0,c5,d0,*,88.0,5.0
a0,b0,c5,d2,*,59.0,7.0
a0,b0,c5,d3,*,30.0,3.0
a0,b1,c5,d2,*,9.0,0.0
a0,b1,c5,d3,*,49.0,8.0
a0,b12,c5,d2,*,18.0,3.0
a0,b12,c5,d3,*,3.0,0.0
a0,b14,c3,d0,*,86.0,7.0
a0,b14,c3,d1,*,14.0,1.0
a0,b14,c3,d2,*,86.0,7.0
a0,b14,c3,d3,*,86.0,7.0
a0,b14,c4,d0,*,3.0,0.0
a0,b14,c4,d3,*,3.0,0.0
a0,b16,c5,d2,*,2.0,1.0
a0,b17,c0,d0,*,46.0,5.0
a0,b17,c0,d2,*,76.0,8.0
a0,b17,c1,d0,*,85.0,8.0
a0,b17,c1,d1,*,25.0,2.0
a0,b17,c1,d2,*,86.0,7.0
a0,b17,c1,d3,*,87.0,6.0
a0,b17,c3,d0,*,87.0,6.0
a0,b17,c3,d2,*,82.0,11.0
a0,b17,c3,d3,*,85.0,8.0
a0,b17,c5,d0,*,79.0,14.0
a0,b17,c5,d2,*,42.0,3.0
a0,b18,c0,d0,*,60.0,6.0
a0,b18,c0,d2,*,42.0,0.0
a0,b18,c0,d3,*,36.0,9.0
a0,b18,c1,d0,*,81.0,12.0
a0,b18,c1,d1,*,63.0,6.0
a0,b18,c1,d2,*,82.0,11.0
a0,b18,c1,d3,*,85.0,8.0
a0,b18,c2,d2,*,19.0,2.0
a0,b18,c3,d0,*,86.0,7.0
a0,b18,c3,d2,*,86.0,7.0
a0,b18,c3,d3,*,61.0,11.0
a0,b18,c4,d0,*,11.0,1.0
a0,b18,c4,d2,*,40.0,5.0
a0,b18,c4,d3,*,84.0,9.0
a0,b3,c5,d1,*,6.0,0.0
a0,b3,c5,d2,*,31.0,5.0
a0,b6,c4,d0,*,27.0,6.0
a0,b6,c4,d1,*,12.0,3.0
a0,b6,c4,d2,*,26.0,4.0
a0,b6,c4,d3,*,21.0,3.0
a0,b9,c0,d0,*,86.0,7.0
a0,b9,c0,d2,*,70.0,14.0
a0,b9,c0,d3,*,82.0,11.0
a0,b9,c1,d0,*,81.0,12.0
a0,b9,c1,d1,*,87.0,6.0
a0,b9,c1,d2,*,87.0,6.0
a0,b9,c1,d3,*,82.0,11.0
a0,b9,c2,d0,*,85.0,8.0
a0,b9,c2,d1,*,79.0,8.0
a0,b9,c2,d2,*,85.0,8.0
a0,b9,c2,d3,*,82.0,11.0
a0,b9,c3,d0,*,82.0,11.0
a0,b9,c3,d1,*,38.0,4.0
a0,b9,c3,d2,*,86.0,7.0
a0,b9,c3,d3,*,83.0,10.0
a0,b9,c4,d0,*,55.0,5.0
a0,b9,c4,d1,*,39.0,3.0
a0,b9,c4,d2,*,82.0,8.0
a0,b9,c4,d3,*,86.0,7.0
a0,b9,c5,d0,*,85.0,8.0
a0,b9,c5,d1,*,42.0,6.0
a0,b9,c5,d2,*,86.0,7.0
a0,b9,c5,d3,*,85.0,8.0
a1,b0,c1,d2,*,24.0,3.0
a1,b17,c1,d2,*,24.0,3.0
a1,b18,c1,d0,*,3.0,0.0
a1,b18,c1,d1,*,10.0,2.0
a1,b18,c1,d2,*,25.0,2.0
a1,b18,c3,d2,*,24.0,3.0
a1,b18,c4,d3,*,3.0,0.0
a1,b3,c5,d1,*,2.0,1.0
a1,b9,c1,d0,*,26.0,1.0
a1,b9,c1,d1,*,23.0,4.0
a1,b9,c1,d2,*,26.0,1.0
a1,b9,c2,d0,*,23.0,4.0
a1,b9,c2,d1,*,18.0,3.0
a1,b9,c2,d2,*,26.0,1.0
a1,b9,c3,d2,*,23.0,4.0
a1,b9,c5,d1,*,10.0,2.0
a1,b9,c5,d2,*,22.0,2.0
a10,b0,c0,d0,*,25.0,2.0
a10,b0,c0,d1,*,25.0,2.0
a10,b0,c0,d2,*,6.0,0.0
a10,b0,c0,d4,*,26.0,1.0
a10,b9,c0,d0,*,24.0,3.0
a10,b9,c0,d1,*,27.0,0.0
a10,b9,c0,d2,*,24.0,3.0
a10,b9,c0,d4,*,25.0,2.0
a10,b9,c1,d0,*,22.0,2.0
a10,b9,c1,d1,*,26.0,1.0
a10,b9,c1,d4,*,23.0,4.0
a10,b9,c2,d0,*,23.0,4.0
a10,b9,c2,d1,*,25.0,2.0
a10,b9,c2,d2,*,25.0,2.0
a10,b9,c2,d4,*,24.0,3.0
a10,b9,c3,d0,*,23.0,4.0
a10,b9,c3,d1,*,27.0,0.0
a10,b9,c4,d0,*,20.0,7.0
a10,b9,c4,d1,*,15.0,3.0
a11,b0,c0,d0,*,24.0,3.0
a11,b0,c0,d1,*,1.0,2.0
a11,b0,c0,d3,*,19.0,2.0
a11,b0,c0,d4,*,26.0,1.0
a11,b0,c1,d0,*,21.0,6.0
a11,b0,c5,d0,*,24.0,3.0
a11,b0,c5,d4,*,25.0,2.0
a11,b14,c3,d0,*,26.0,1.0
a11,b9,c0,d0,*,25.0,2.0
a11,b9,c0,d1,*,5.0,1.0
a11,b9,c0,d4,*,25.0,2.0
a11,b9,c1,d0,*,25.0,2.0
a11,b9,c1,d1,*,25.0,2.0
a11,b9,c1,d2,*,24.0,3.0
a11,b9,c1,d4,*,22.0,5.0
a11,b9,c2,d0,*,20.0,7.0
a11,b9,c2,d2,*,3.0,0.0
a11,b9,c2,d4,*,25.0,2.0
a11,b9,c3,d0,*,23.0,4.0
a11,b9,c3,d1,*,23.0,4.0
a11,b9,c3,d3,*,11.0,1.0
a11,b9,c3,d4,*,23.0,4.0
a11,b9,c4,d0,*,23.0,4.0
a11,b9,c4,d4,*,18.0,3.0
a11,b9,c5,d0,*,24.0,3.0
a11,b9,c5,d1,*,21.0,6.0
a11,b9,c5,d4,*,26.0,1.0
a12,b0,c0,d0,*,99.0,6.0
a12,b0,c0,d1,*,94.0,11.0
a12,b0,c0,d2,*,94.0,11.0
a12,b0,c0,d3,*,116.0,16.0
a12,b0,c0,d4,*,95.0,10.0
a12,b0,c1,d0,*,101.0,13.0
a12,b0,c1,d1,*,99.0,15.0
a12,b0,c1,d2,*,98.0,16.0
a12,b0,c1,d3,*,104.0,10.0
a12,b0,c1,d4,*,81.0,9.0
a12,b0,c2,d3,*,103.0,17.0
a12,b0,c3,d3,*,99.0,12.0
a12,b0,c4,d0,*,88.0,14.0
a12,b0,c4,d1,*,95.0,10.0
a12,b0,c4,d2,*,92.0,13.0
a12,b0,c4,d3,*,93.0,15.0
a12,b0,c4,d4,*,25.0,2.0
a12,b0,c5,d0,*,64.0,8.0
a12,b0,c5,d1,*,51.0,6.0
a12,b0,c5,d2,*,102.0,12.0
a12,b0,c5,d3,*,116.0,16.0
a12,b0,c5,d4,*,2.0,1.0
a12,b1,c0,d3,*,11.0,1.0
a12,b1,c5,d3,*,5.0,1.0
a12,b10,c3,d3,*,8.0,1.0
a12,b11,c0,d3,*,3.0,0.0
a12,b11,c1,d3,*,21.0,0.0
a12,b11,c5,d3,*,35.0,1.0
a12,b12,c4,d3,*,58.0,5.0
a12,b12,c5,d1,*,15.0,0.0
a12,b12,c5,d2,*,9.0,0.0
a12,b12,c5,d3,*,92.0,10.0
a12,b13,c0,d3,*,33.0,6.0
a12,b13,c1,d3,*,90.0,12.0
a12,b13,c3,d3,*,20.0,1.0
a12,b14,c0,d3,*,27.0,3.0
a12,b14,c1,d3,*,3.0,0.0
a12,b14,c3,d1,*,9.0,0.0
a12,b14,c3,d3,*,110.0,7.0
a12,b14,c3,d4,*,3.0,0.0
a12,b14,c4,d3,*,63.0,9.0
a12,b15,c5,d3,*,93.0,9.0
a12,b16,c0,d3,*,51.0,6.0
a12,b16,c1,d3,*,20.0,1.0
a12,b17,c0,d3,*,20.0,4.0
a12,b17,c1,d3,*,8.0,1.0
a12,b17,c4,d3,*,26.0,1.0
a12,b17,c5,d3,*,90.0,12.0
a12,b18,c0,d3,*,9.0,3.0
a12,b18,c3,d3,*,6.0,0.0
a12,b18,c4,d3,*,9.0,0.0
a12,b2,c1,d3,*,17.0,1.0
a12,b2,c3,d3,*,8.0,1.0
a12,b2,c5,d1,*,3.0,0.0
a12,b2,c5,d3,*,92.0,10.0
a12,b20,c0,d3,*,3.0,0.0
a12,b20,c1,d1,*,7.0,2.0
a12,b20,c1,d2,*,14.0,4.0
a12,b20,c1,d3,*,90.0,12.0
a12,b20,c4,d3,*,31.0,2.0
a12,b21,c1,d3,*,3.0,0.0
a12,b21,c3,d3,*,29.0,1.0
a12,b22,c0,d3,*,3.0,0.0
a12,b23,c4,d3,*,55.0,5.0
a12,b24,c5,d3,*,93.0,9.0
a12,b25,c0,d3,*,92.0,10.0
a12,b25,c1,d1,*,26.0,1.0
a12,b25,c1,d3,*,90.0,12.0
a12,b25,c2,d3,*,47.0,10.0
a12,b25,c3,d3,*,93.0,9.0
a12,b25,c4,d3,*,94.0,8.0
a12,b25,c5,d1,*,3.0,0.0
a12,b25,c5,d3,*,90.0,12.0
a12,b27,c0,d3,*,93.0,9.0
a12,b27,c1,d1,*,12.0,0.0
a12,b27,c1,d3,*,92.0,10.0
a12,b27,c2,d3,*,57.0,6.0
a12,b27,c3,d3,*,89.0,13.0
a12,b3,c0,d3,*,101.0,7.0
a12,b3,c0,d4,*,23.0,4.0
a12,b3,c3,d3,*,97.0,8.0
a12,b3,c4,d3,*,27.0,3.0
a12,b3,c5,d1,*,2.0,1.0
a12,b3,c5,d2,*,67.0,11.0
a12,b3,c5,d3,*,96.0,12.0
a12,b3,c5,d4,*,17.0,1.0
a12,b4,c0,d3,*,93.0,9.0
a12,b4,c1,d1,*,9.0,0.0
a12,b4,c1,d3,*,88.0,14.0
a12,b4,c2,d3,*,30.0,3.0
a12,b4,c3,d3,*,91.0,11.0
a12,b4,c5,d3,*,3.0,0.0
