DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,b0,*,*,*,687.0,153.0
a0,b1,*,*,*,53.0,13.0
a0,b12,*,*,*,17.0,7.0
a0,b14,*,*,*,246.0,54.0
a0,b16,*,*,*,2.0,1.0
a0,b17,*,*,*,688.0,170.0
a0,b18,*,*,*,735.0,195.0
a0,b3,*,*,*,29.0,13.0
a0,b6,*,*,*,89.0,13.0
a0,b9,*,*,*,1540.0,401.0
a1,b0,*,*,*,20.0,7.0
a1,b17,*,*,*,24.0,3.0
a1,b18,*,*,*,64.0,8.0
a1,b3,*,*,*,3.0,0.0
a1,b9,*,*,*,169.0,50.0
a10,b0,*,*,*,62.0,25.0
a10,b9,*,*,*,313.0,80.0
a11,b0,*,*,*,124.0,35.0
a11,b14,*,*,*,23.0,4.0
a11,b9,*,*,*,362.0,85.0
a12,b0,*,*,*,1726.0,428.0
a12,b1,*,*,*,16.0,2.0
a12,b10,*,*,*,8.0,1.0
a12,b11,*,*,*,53.0,7.0
a12,b12,*,*,*,152.0,37.0
a12,b13,*,*,*,131.0,31.0
a12,b14,*,*,*,186.0,48.0
a12,b15,*,*,*,80.0,22.0
a12,b16,*,*,*,59.0,19.0
a12,b17,*,*,*,138.0,24.0
a12,b18,*,*,*,24.0,3.0
a12,b2,*,*,*,110.0,22.0
a12,b20,*,*,*,125.0,40.0
a12,b21,*,*,*,30.0,3.0
a12,b22,*,*,*,3.0,0.0
a12,b23,*,*,*,51.0,9.0
a12,b24,*,*,*,82.0,20.0
a12,b25,*,*,*,468.0,129.0
a12,b27,*,*,*,298.0,83.0
a12,b3,*,*,*,374.0,103.0
a12,b4,*,*,*,287.0,64.0
a12,b5,*,*,*,198.0,54.0
a12,b6,*,*,*,125.0,43.0
a12,b8,*,*,*,73.0,29.0
a12,b9,*,*,*,2673.0,660.0
a13,b0,*,*,*,79.0,32.0
a13,b9,*,*,*,172.0,140.0
a14,b0,*,*,*,140.0,34.0
a14,b17,*,*,*,42.0,24.0
a14,b18,*,*,*,69.0,15.0
a14,b3,*,*,*,2.0,1.0
