DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,*,*,*,*,2546,2560
a1,*,*,*,*,170,178
a10,*,*,*,*,216,264
a11,*,*,*,*,316,317
a12,*,*,*,*,4757,4594
a13,*,*,*,*,210,213
a14,*,*,*,*,366,381
a15,*,*,*,*,1751,1729
a16,*,*,*,*,4066,3908
a17,*,*,*,*,941,997
a18,*,*,*,*,208,209
a19,*,*,*,*,10,8
a2,*,*,*,*,4,8
a20,*,*,*,*,1201,1190
a21,*,*,*,*,16177,16106
a22,*,*,*,*,408,357
a23,*,*,*,*,67,65
a24,*,*,*,*,200,232
a25,*,*,*,*,525,501
a26,*,*,*,*,2,4
a27,*,*,*,*,453,468
a28,*,*,*,*,228,225
a29,*,*,*,*,381,372
a3,*,*,*,*,2547,2430
a30,*,*,*,*,241,278
a31,*,*,*,*,266,280
a32,*,*,*,*,335,304
a33,*,*,*,*,278,265
a34,*,*,*,*,271,317
a35,*,*,*,*,264,270
a36,*,*,*,*,269,289
a37,*,*,*,*,169,146
a38,*,*,*,*,312,324
a39,*,*,*,*,269,247
a4,*,*,*,*,2465,2398
a40,*,*,*,*,329,382
a41,*,*,*,*,420,414
a42,*,*,*,*,260,292
a43,*,*,*,*,356,331
a44,*,*,*,*,386,382
a45,*,*,*,*,19,17
a46,*,*,*,*,201,210
a47,*,*,*,*,309,303
a5,*,*,*,*,609,627
a6,*,*,*,*,421,416
a7,*,*,*,*,208,215
a8,*,*,*,*,1215,1167
a9,*,*,*,*,321,309
*,b0,*,*,*,9728,9369
*,b1,*,*,*,764,766
*,b10,*,*,*,155,151
*,b11,*,*,*,473,448
*,b12,*,*,*,823,839
*,b13,*,*,*,171,162
*,b14,*,*,*,1949,1908
*,b15,*,*,*,467,451
*,b16,*,*,*,847,794
*,b17,*,*,*,2269,2390
*,b18,*,*,*,4110,4170
*,b19,*,*,*,295,299
*,b2,*,*,*,179,151
*,b20,*,*,*,436,422
*,b21,*,*,*,172,158
*,b22,*,*,*,136,155
*,b23,*,*,*,670,671
*,b24,*,*,*,256,284
*,b25,*,*,*,1242,1230
*,b26,*,*,*,43,41
*,b27,*,*,*,281,283
*,b28,*,*,*,108,108
*,b3,*,*,*,931,926
*,b4,*,*,*,513,459
*,b5,*,*,*,349,365
*,b6,*,*,*,567,627
*,b7,*,*,*,4,5
*,b8,*,*,*,947,976
*,b9,*,*,*,19058,18891
*,*,c0,*,*,10717,10561
*,*,c1,*,*,10718,10494
*,*,c2,*,*,4742,4678
