DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,*,*,*,*,4551.0,555.0
a1,*,*,*,*,313.0,35.0
a10,*,*,*,*,440.0,40.0
a11,*,*,*,*,566.0,67.0
a12,*,*,*,*,8420.0,931.0
a13,*,*,*,*,371.0,52.0
a14,*,*,*,*,646.0,101.0
a15,*,*,*,*,3095.0,385.0
a16,*,*,*,*,7150.0,824.0
a17,*,*,*,*,1744.0,194.0
a18,*,*,*,*,378.0,39.0
a19,*,*,*,*,18.0,0.0
a2,*,*,*,*,10.0,2.0
a20,*,*,*,*,2131.0,260.0
a21,*,*,*,*,29102.0,3181.0
a22,*,*,*,*,686.0,79.0
a23,*,*,*,*,116.0,16.0
a24,*,*,*,*,385.0,47.0
a25,*,*,*,*,910.0,116.0
a26,*,*,*,*,6.0,0.0
a27,*,*,*,*,829.0,92.0
a28,*,*,*,*,409.0,44.0
a29,*,*,*,*,679.0,74.0
a3,*,*,*,*,4426.0,551.0
a30,*,*,*,*,453.0,66.0
a31,*,*,*,*,487.0,59.0
a32,*,*,*,*,572.0,67.0
a33,*,*,*,*,482.0,61.0
a34,*,*,*,*,522.0,66.0
a35,*,*,*,*,484.0,50.0
a36,*,*,*,*,502.0,56.0
a37,*,*,*,*,287.0,28.0
a38,*,*,*,*,579.0,57.0
a39,*,*,*,*,451.0,65.0
a4,*,*,*,*,4323.0,540.0
a40,*,*,*,*,627.0,84.0
a41,*,*,*,*,748.0,86.0
a42,*,*,*,*,494.0,58.0
a43,*,*,*,*,614.0,73.0
a44,*,*,*,*,693.0,75.0
a45,*,*,*,*,31.0,5.0
a46,*,*,*,*,373.0,38.0
a47,*,*,*,*,539.0,73.0
a5,*,*,*,*,1101.0,135.0
a6,*,*,*,*,750.0,87.0
a7,*,*,*,*,367.0,56.0
a8,*,*,*,*,2100.0,282.0
a9,*,*,*,*,554.0,76.0
*,b0,*,*,*,17136.0,1961.0
*,b1,*,*,*,1373.0,157.0
*,b10,*,*,*,272.0,34.0
*,b11,*,*,*,829.0,92.0
*,b12,*,*,*,1487.0,175.0
*,b13,*,*,*,310.0,23.0
*,b14,*,*,*,3465.0,392.0
*,b15,*,*,*,830.0,88.0
*,b16,*,*,*,1481.0,160.0
*,b17,*,*,*,4168.0,491.0
*,b18,*,*,*,7472.0,808.0
