DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,b0,*,*,*,760.0,80.0
a0,b1,*,*,*,60.0,6.0
a0,b12,*,*,*,20.0,4.0
a0,b14,*,*,*,267.0,33.0
a0,b16,*,*,*,2.0,1.0
a0,b17,*,*,*,773.0,85.0
a0,b18,*,*,*,839.0,91.0
a0,b3,*,*,*,35.0,7.0
a0,b6,*,*,*,92.0,10.0
a0,b9,*,*,*,1756.0,185.0
a1,b0,*,*,*,24.0,3.0
a1,b17,*,*,*,26.0,1.0
a1,b18,*,*,*,62.0,10.0
a1,b3,*,*,*,3.0,0.0
a1,b9,*,*,*,183.0,36.0
a10,b0,*,*,*,80.0,7.0
a10,b9,*,*,*,365.0,28.0
a11,b0,*,*,*,147.0,12.0
a11,b14,*,*,*,25.0,2.0
a11,b9,*,*,*,405.0,42.0
a12,b0,*,*,*,1927.0,227.0
a12,b1,*,*,*,16.0,2.0
a12,b10,*,*,*,8.0,1.0
a12,b11,*,*,*,53.0,7.0
a12,b12,*,*,*,177.0,12.0
a12,b13,*,*,*,140.0,22.0
a12,b14,*,*,*,211.0,23.0
a12,b15,*,*,*,87.0,15.0
a12,b16,*,*,*,68.0,10.0
a12,b17,*,*,*,146.0,16.0
a12,b18,*,*,*,23.0,4.0
a12,b2,*,*,*,120.0,12.0
a12,b20,*,*,*,159.0,6.0
a12,b21,*,*,*,29.0,4.0
a12,b22,*,*,*,3.0,0.0
a12,b23,*,*,*,58.0,2.0
a12,b24,*,*,*,92.0,10.0
a12,b25,*,*,*,522.0,75.0
a12,b27,*,*,*,334.0,47.0
a12,b3,*,*,*,430.0,47.0
a12,b4,*,*,*,310.0,41.0
a12,b5,*,*,*,235.0,17.0
a12,b6,*,*,*,151.0,17.0
a12,b8,*,*,*,90.0,12.0
a12,b9,*,*,*,3008.0,325.0
a13,b0,*,*,*,103.0,8.0
a13,b9,*,*,*,279.0,33.0
a14,b0,*,*,*,162.0,12.0
a14,b17,*,*,*,58.0,8.0
a14,b18,*,*,*,74.0,10.0
a14,b3,*,*,*,3.0,0.0
a14,b9,*,*,*,344.0,76.0
a15,b0,*,*,*,797.0,94.0
a15,b11,*,*,*,63.0,18.0
a15,b14,*,*,*,101.0,19.0
a15,b15,*,*,*,14.0,1.0
a15,b16,*,*,*,59.0,10.0
a15,b17,*,*,*,327.0,33.0
a15,b20,*,*,*,45.0,3.0
a15,b27,*,*,*,34.0,2.0
a15,b28,*,*,*,35.0,1.0
a15,b3,*,*,*,114.0,12.0
a15,b4,*,*,*,29.0,7.0
a15,b6,*,*,*,41.0,7.0
a15,b8,*,*,*,193.0,23.0
a15,b9,*,*,*,1259.0,139.0
a16,b0,*,*,*,1052.0,124.0
a16,b1,*,*,*,20.0,1.0
a16,b10,*,*,*,59.0,7.0
a16,b11,*,*,*,268.0,26.0
a16,b12,*,*,*,30.0,3.0
a16,b13,*,*,*,114.0,15.0
a16,b14,*,*,*,476.0,37.0
a16,b15,*,*,*,377.0,37.0
a16,b16,*,*,*,628.0,56.0
a16,b17,*,*,*,517.0,68.0
a16,b18,*,*,*,25.0,2.0
a16,b2,*,*,*,9.0,0.0
a16,b20,*,*,*,133.0,17.0
a16,b21,*,*,*,59.0,4.0
a16,b22,*,*,*,31.0,5.0
a16,b23,*,*,*,61.0,5.0
a16,b24,*,*,*,40.0,2.0
a16,b25,*,*,*,5.0,1.0
a16,b27,*,*,*,64.0,8.0
a16,b28,*,*,*,158.0,16.0
a16,b3,*,*,*,365.0,37.0
a16,b4,*,*,*,190.0,20.0
a16,b5,*,*,*,3.0,0.0
a16,b6,*,*,*,126.0,18.0
a16,b8,*,*,*,771.0,96.0
a16,b9,*,*,*,1593.0,195.0
a17,b0,*,*,*,313.0,32.0
a17,b12,*,*,*,6.0,0.0
a17,b15,*,*,*,57.0,6.0
a17,b17,*,*,*,225.0,24.0
a17,b18,*,*,*,352.0,35.0
a17,b3,*,*,*,3.0,0.0
a17,b9,*,*,*,792.0,93.0
a18,b0,*,*,*,91.0,11.0
a18,b9,*,*,*,282.0,33.0
a19,b0,*,*,*,3.0,0.0
a19,b17,*,*,*,3.0,0.0
a19,b3,*,*,*,2.0,1.0
a19,b9,*,*,*,9.0,0.0
a2,b0,*,*,*,3.0,0.0
a2,b18,*,*,*,3.0,0.0
a2,b3,*,*,*,3.0,0.0
a2,b9,*,*,*,3.0,0.0
a20,b0,*,*,*,495.0,51.0
a20,b1,*,*,*,7.0,2.0
a20,b14,*,*,*,15.0,3.0
a20,b18,*,*,*,556.0,56.0
a20,b3,*,*,*,3.0,0.0
a20,b9,*,*,*,1070.0,133.0
a21,b0,*,*,*,4686.0,501.0
a21,b1,*,*,*,1233.0,150.0
a21,b10,*,*,*,214.0,17.0
a21,b11,*,*,*,408.0,45.0
a21,b12,*,*,*,1237.0,170.0
a21,b13,*,*,*,39.0,3.0
a21,b14,*,*,*,1507.0,173.0
a21,b15,*,*,*,297.0,27.0
a21,b16,*,*,*,598.0,65.0
a21,b17,*,*,*,1056.0,117.0
a21,b18,*,*,*,4091.0,460.0
a21,b19,*,*,*,531.0,63.0
a21,b2,*,*,*,171.0,18.0
a21,b20,*,*,*,416.0,40.0
a21,b21,*,*,*,211.0,23.0
a21,b22,*,*,*,216.0,36.0
a21,b23,*,*,*,1091.0,109.0
a21,b24,*,*,*,356.0,40.0
a21,b25,*,*,*,1686.0,183.0
a21,b26,*,*,*,74.0,10.0
a21,b27,*,*,*,67.0,8.0
a21,b28,*,*,*,6.0,0.0
a21,b3,*,*,*,639.0,87.0
a21,b4,*,*,*,342.0,33.0
a21,b5,*,*,*,403.0,56.0
a21,b6,*,*,*,553.0,53.0
