DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,*,*,*,*,3058,2048
a1,*,*,*,*,200,148
a10,*,*,*,*,294,186
a11,*,*,*,*,360,273
a12,*,*,*,*,5677,3674
a13,*,*,*,*,238,185
a14,*,*,*,*,438,309
a15,*,*,*,*,2062,1418
a16,*,*,*,*,4721,3253
a17,*,*,*,*,1152,786
a18,*,*,*,*,252,165
a19,*,*,*,*,11,7
a2,*,*,*,*,8,4
a20,*,*,*,*,1428,963
a21,*,*,*,*,19373,12910
a22,*,*,*,*,441,324
a23,*,*,*,*,89,43
a24,*,*,*,*,252,180
a25,*,*,*,*,635,391
a26,*,*,*,*,4,2
a27,*,*,*,*,565,356
a28,*,*,*,*,254,199
a29,*,*,*,*,435,318
a3,*,*,*,*,2980,1997
a30,*,*,*,*,321,198
a31,*,*,*,*,322,224
a32,*,*,*,*,370,269
a33,*,*,*,*,327,216
a34,*,*,*,*,359,229
a35,*,*,*,*,328,206
a36,*,*,*,*,347,211
a37,*,*,*,*,184,131
a38,*,*,*,*,369,267
a39,*,*,*,*,301,215
a4,*,*,*,*,2898,1965
a40,*,*,*,*,438,273
a41,*,*,*,*,502,332
a42,*,*,*,*,317,235
a43,*,*,*,*,402,285
a44,*,*,*,*,451,317
a45,*,*,*,*,25,11
a46,*,*,*,*,254,157
a47,*,*,*,*,358,254
a5,*,*,*,*,719,517
a6,*,*,*,*,521,316
a7,*,*,*,*,245,178
a8,*,*,*,*,1451,931
a9,*,*,*,*,386,244
*,b0,*,*,*,11426,7671
*,b1,*,*,*,893,637
*,b10,*,*,*,180,126
*,b11,*,*,*,535,386
*,b12,*,*,*,946,716
*,b13,*,*,*,207,126
*,b14,*,*,*,2341,1516
*,b15,*,*,*,526,392
*,b16,*,*,*,972,669
*,b17,*,*,*,2820,1839
*,b18,*,*,*,4948,3332
*,b19,*,*,*,383,211
*,b2,*,*,*,173,157
*,b20,*,*,*,506,352
*,b21,*,*,*,148,182
*,b22,*,*,*,170,121
*,b23,*,*,*,825,516
*,b24,*,*,*,339,201
*,b25,*,*,*,1483,989
*,b26,*,*,*,48,36
*,b27,*,*,*,335,229
*,b28,*,*,*,133,83
*,b3,*,*,*,1118,739
*,b4,*,*,*,622,350
*,b5,*,*,*,421,293
*,b6,*,*,*,721,473
*,b7,*,*,*,4,5
*,b8,*,*,*,1129,794
*,b9,*,*,*,22770,15179
*,*,c0,*,*,12789,8489
*,*,c1,*,*,12696,8516
*,*,c2,*,*,5631,3789
*,*,c3,*,*,9238,6271
*,*,c4,*,*,7328,4892
*,*,c5,*,*,9440,6363
*,*,*,d0,*,14389,9617
*,*,*,d1,*,13261,9032
*,*,*,d2,*,8297,5659
*,*,*,d3,*,13154,8710
*,*,*,d4,*,8021,5302
*,*,*,*,e0,315,201
*,*,*,*,e1,318,216
*,*,*,*,e10,314,217
*,*,*,*,e100,94,44
*,*,*,*,e101,147,102
*,*,*,*,e102,152,91
*,*,*,*,e103,147,102
*,*,*,*,e104,166,110
*,*,*,*,e105,145,83
*,*,*,*,e106,142,107
*,*,*,*,e107,159,111
*,*,*,*,e108,133,89
*,*,*,*,e109,148,92
*,*,*,*,e11,323,238
*,*,*,*,e110,140,97
*,*,*,*,e111,159,96
*,*,*,*,e112,129,105
*,*,*,*,e113,142,101
*,*,*,*,e114,157,104
*,*,*,*,e115,172,86
*,*,*,*,e116,149,103
*,*,*,*,e117,157,101
*,*,*,*,e118,155,94
*,*,*,*,e119,140,94
*,*,*,*,e12,313,221
*,*,*,*,e120,5,3
*,*,*,*,e121,6,2
*,*,*,*,e122,3,5
*,*,*,*,e123,7,1
*,*,*,*,e124,3,5
*,*,*,*,e125,4,4
*,*,*,*,e126,166,101
*,*,*,*,e127,164,82
*,*,*,*,e128,314,202
*,*,*,*,e129,322,215
*,*,*,*,e13,318,210
*,*,*,*,e130,343,227
*,*,*,*,e131,313,224
*,*,*,*,e132,330,229
*,*,*,*,e133,320,191
*,*,*,*,e134,316,222
*,*,*,*,e135,329,241
*,*,*,*,e136,346,207
*,*,*,*,e137,311,215
*,*,*,*,e138,303,230
*,*,*,*,e139,295,224
*,*,*,*,e14,318,216
*,*,*,*,e140,325,213
*,*,*,*,e141,338,197
*,*,*,*,e142,290,224
*,*,*,*,e143,479,293
*,*,*,*,e144,54,33
*,*,*,*,e145,50,37
*,*,*,*,e146,57,30
*,*,*,*,e147,45,33
*,*,*,*,e148,54,24
*,*,*,*,e149,50,28
*,*,*,*,e15,327,231
*,*,*,*,e150,50,31
*,*,*,*,e151,53,43
*,*,*,*,e152,55,41
*,*,*,*,e153,100,65
*,*,*,*,e154,93,66
*,*,*,*,e155,38,25
*,*,*,*,e156,56,43
*,*,*,*,e157,71,34
*,*,*,*,e158,43,41
*,*,*,*,e159,39,33
*,*,*,*,e16,317,235
*,*,*,*,e160,46,47
*,*,*,*,e161,55,38
*,*,*,*,e162,67,32
*,*,*,*,e163,54,39
*,*,*,*,e164,47,43
*,*,*,*,e165,57,30
*,*,*,*,e166,65,34
*,*,*,*,e167,67,47
*,*,*,*,e168,69,48
*,*,*,*,e169,92,55
*,*,*,*,e17,354,237
*,*,*,*,e170,48,24
*,*,*,*,e171,34,26
*,*,*,*,e172,76,62
*,*,*,*,e173,50,34
*,*,*,*,e174,51,33
*,*,*,*,e175,38,28
*,*,*,*,e176,486,354
*,*,*,*,e177,515,331
*,*,*,*,e178,98,55
*,*,*,*,e179,100,65
*,*,*,*,e18,342,231
*,*,*,*,e180,115,53
*,*,*,*,e181,96,63
*,*,*,*,e182,483,345
*,*,*,*,e183,494,328
*,*,*,*,e184,512,343
*,*,*,*,e185,474,342
