DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,b0,*,*,*,755.0,85.0
a0,b1,*,*,*,61.0,5.0
a0,b12,*,*,*,22.0,2.0
a0,b14,*,*,*,280.0,20.0
a0,b16,*,*,*,3.0,0.0
a0,b17,*,*,*,775.0,83.0
a0,b18,*,*,*,838.0,92.0
a0,b3,*,*,*,38.0,4.0
a0,b6,*,*,*,90.0,12.0
a0,b9,*,*,*,1746.0,195.0
a1,b0,*,*,*,24.0,3.0
a1,b17,*,*,*,22.0,5.0
a1,b18,*,*,*,66.0,6.0
a1,b3,*,*,*,3.0,0.0
a1,b9,*,*,*,197.0,22.0
a10,b0,*,*,*,75.0,12.0
a10,b9,*,*,*,353.0,40.0
a11,b0,*,*,*,143.0,16.0
a11,b14,*,*,*,27.0,0.0
a11,b9,*,*,*,409.0,38.0
a12,b0,*,*,*,1934.0,220.0
a12,b1,*,*,*,17.0,1.0
a12,b10,*,*,*,8.0,1.0
a12,b11,*,*,*,57.0,3.0
a12,b12,*,*,*,168.0,21.0
a12,b13,*,*,*,146.0,16.0
a12,b14,*,*,*,218.0,16.0
a12,b15,*,*,*,93.0,9.0
a12,b16,*,*,*,68.0,10.0
a12,b17,*,*,*,146.0,16.0
a12,b18,*,*,*,26.0,1.0
a12,b2,*,*,*,115.0,17.0
a12,b20,*,*,*,154.0,11.0
a12,b21,*,*,*,31.0,2.0
a12,b22,*,*,*,3.0,0.0
a12,b23,*,*,*,53.0,7.0
a12,b24,*,*,*,88.0,14.0
a12,b25,*,*,*,539.0,58.0
a12,b27,*,*,*,338.0,43.0
a12,b3,*,*,*,424.0,53.0
a12,b4,*,*,*,321.0,30.0
a12,b5,*,*,*,227.0,25.0
a12,b6,*,*,*,157.0,11.0
a12,b8,*,*,*,91.0,11.0
a12,b9,*,*,*,2976.0,357.0
a13,b0,*,*,*,96.0,15.0
a13,b9,*,*,*,276.0,36.0
a14,b0,*,*,*,161.0,13.0
a14,b17,*,*,*,63.0,3.0
a14,b18,*,*,*,76.0,8.0
a14,b3,*,*,*,3.0,0.0
a14,b9,*,*,*,377.0,43.0
a15,b0,*,*,*,800.0,91.0
a15,b11,*,*,*,70.0,11.0
a15,b14,*,*,*,105.0,15.0
a15,b15,*,*,*,15.0,0.0
a15,b16,*,*,*,67.0,2.0
a15,b17,*,*,*,324.0,36.0
a15,b20,*,*,*,44.0,4.0
a15,b27,*,*,*,35.0,1.0
a15,b28,*,*,*,30.0,6.0
a15,b3,*,*,*,112.0,14.0
a15,b4,*,*,*,34.0,2.0
a15,b6,*,*,*,40.0,8.0
a15,b8,*,*,*,186.0,30.0
a15,b9,*,*,*,1273.0,125.0
a16,b0,*,*,*,1054.0,122.0
a16,b1,*,*,*,18.0,3.0
a16,b10,*,*,*,62.0,4.0
a16,b11,*,*,*,264.0,30.0
a16,b12,*,*,*,25.0,8.0
a16,b13,*,*,*,118.0,11.0
a16,b14,*,*,*,449.0,64.0
a16,b15,*,*,*,381.0,33.0
a16,b16,*,*,*,614.0,70.0
a16,b17,*,*,*,527.0,58.0
a16,b18,*,*,*,22.0,5.0
a16,b2,*,*,*,8.0,1.0
a16,b20,*,*,*,132.0,18.0
a16,b21,*,*,*,55.0,8.0
a16,b22,*,*,*,34.0,2.0
a16,b23,*,*,*,62.0,4.0
a16,b24,*,*,*,39.0,3.0
a16,b25,*,*,*,5.0,1.0
a16,b27,*,*,*,65.0,7.0
a16,b28,*,*,*,157.0,17.0
a16,b3,*,*,*,367.0,35.0
a16,b4,*,*,*,190.0,20.0
a16,b5,*,*,*,3.0,0.0
a16,b6,*,*,*,133.0,11.0
a16,b8,*,*,*,774.0,93.0
a16,b9,*,*,*,1612.0,176.0
a17,b0,*,*,*,310.0,35.0
a17,b12,*,*,*,5.0,1.0
a17,b15,*,*,*,57.0,6.0
a17,b17,*,*,*,229.0,20.0
a17,b18,*,*,*,352.0,35.0
a17,b3,*,*,*,3.0,0.0
a17,b9,*,*,*,800.0,85.0
a18,b0,*,*,*,93.0,9.0
a18,b9,*,*,*,284.0,31.0
a19,b0,*,*,*,2.0,1.0
a19,b17,*,*,*,2.0,1.0
a19,b3,*,*,*,2.0,1.0
a19,b9,*,*,*,8.0,1.0
a2,b0,*,*,*,3.0,0.0
a2,b18,*,*,*,3.0,0.0
a2,b3,*,*,*,3.0,0.0
a2,b9,*,*,*,3.0,0.0
a20,b0,*,*,*,481.0,65.0
a20,b1,*,*,*,9.0,0.0
a20,b14,*,*,*,16.0,2.0
a20,b18,*,*,*,551.0,61.0
a20,b3,*,*,*,3.0,0.0
a20,b9,*,*,*,1081.0,122.0
a21,b0,*,*,*,4678.0,509.0
a21,b1,*,*,*,1249.0,134.0
a21,b10,*,*,*,204.0,27.0
a21,b11,*,*,*,410.0,43.0
a21,b12,*,*,*,1257.0,150.0
a21,b13,*,*,*,37.0,5.0
a21,b14,*,*,*,1491.0,189.0
a21,b15,*,*,*,298.0,26.0
a21,b16,*,*,*,611.0,52.0
a21,b17,*,*,*,1050.0,123.0
a21,b18,*,*,*,4131.0,420.0
a21,b19,*,*,*,517.0,77.0
a21,b2,*,*,*,166.0,23.0
a21,b20,*,*,*,403.0,53.0
a21,b21,*,*,*,204.0,30.0
a21,b22,*,*,*,230.0,22.0
a21,b23,*,*,*,1089.0,111.0
a21,b24,*,*,*,360.0,36.0
a21,b25,*,*,*,1696.0,173.0
a21,b26,*,*,*,78.0,6.0
a21,b27,*,*,*,71.0,4.0
a21,b28,*,*,*,6.0,0.0
a21,b3,*,*,*,657.0,69.0
a21,b4,*,*,*,349.0,26.0
a21,b5,*,*,*,414.0,45.0
a21,b6,*,*,*,546.0,60.0
a21,b7,*,*,*,9.0,0.0
a21,b8,*,*,*,651.0,75.0
a21,b9,*,*,*,6200.0,733.0
a22,b0,*,*,*,112.0,20.0
a22,b17,*,*,*,66.0,6.0
a22,b18,*,*,*,151.0,11.0
a22,b3,*,*,*,2.0,1.0
a22,b9,*,*,*,343.0,53.0
a23,b0,*,*,*,3.0,0.0
a23,b1,*,*,*,11.0,4.0
a23,b17,*,*,*,3.0,0.0
a23,b18,*,*,*,20.0,1.0
a23,b9,*,*,*,79.0,11.0
a24,b0,*,*,*,48.0,6.0
a24,b9,*,*,*,352.0,26.0
a25,b0,*,*,*,150.0,21.0
a25,b17,*,*,*,93.0,9.0
a25,b18,*,*,*,267.0,27.0
a25,b3,*,*,*,3.0,0.0
a25,b9,*,*,*,403.0,53.0
a26,b0,*,*,*,6.0,0.0
a27,b0,*,*,*,273.0,27.0
a27,b14,*,*,*,19.0,5.0
a27,b9,*,*,*,552.0,45.0
a28,b0,*,*,*,146.0,16.0
a28,b9,*,*,*,261.0,30.0
a29,b0,*,*,*,197.0,19.0
a29,b14,*,*,*,22.0,2.0
a29,b9,*,*,*,465.0,48.0
a3,b0,*,*,*,694.0,101.0
a3,b1,*,*,*,16.0,2.0
a3,b11,*,*,*,29.0,4.0
a3,b12,*,*,*,2.0,1.0
a3,b14,*,*,*,241.0,35.0
a3,b16,*,*,*,5.0,1.0
a3,b17,*,*,*,846.0,105.0
a3,b18,*,*,*,956.0,100.0
a3,b20,*,*,*,33.0,6.0
a3,b23,*,*,*,15.0,0.0
a3,b3,*,*,*,41.0,4.0
a3,b8,*,*,*,10.0,2.0
a3,b9,*,*,*,1570.0,158.0
a30,b0,*,*,*,133.0,20.0
a30,b9,*,*,*,322.0,44.0
a31,b0,*,*,*,131.0,16.0
a31,b9,*,*,*,359.0,40.0
a32,b0,*,*,*,98.0,13.0
a32,b9,*,*,*,487.0,41.0
a33,b0,*,*,*,128.0,16.0
a33,b9,*,*,*,370.0,29.0
a34,b0,*,*,*,90.0,12.0
a34,b9,*,*,*,438.0,48.0
a35,b0,*,*,*,127.0,14.0
a35,b9,*,*,*,360.0,33.0
a36,b0,*,*,*,72.0,9.0
a36,b6,*,*,*,27.0,0.0
a36,b9,*,*,*,419.0,31.0
a37,b0,*,*,*,77.0,10.0
a37,b9,*,*,*,202.0,26.0
a38,b0,*,*,*,97.0,11.0
a38,b9,*,*,*,468.0,60.0
a39,b0,*,*,*,96.0,9.0
a39,b9,*,*,*,368.0,43.0
a4,b0,*,*,*,1369.0,151.0
a4,b14,*,*,*,306.0,29.0
a4,b3,*,*,*,3.0,0.0
a4,b9,*,*,*,2698.0,307.0
a40,b0,*,*,*,151.0,20.0
a40,b9,*,*,*,494.0,46.0
a41,b0,*,*,*,223.0,23.0
a41,b9,*,*,*,524.0,64.0
a42,b0,*,*,*,131.0,16.0
a42,b9,*,*,*,375.0,30.0
a43,b0,*,*,*,164.0,16.0
a43,b9,*,*,*,462.0,45.0
a44,b0,*,*,*,174.0,12.0
a44,b9,*,*,*,522.0,60.0
a45,b0,*,*,*,1.0,2.0
a45,b9,*,*,*,28.0,5.0
a46,b0,*,*,*,43.0,5.0
a46,b17,*,*,*,46.0,2.0
a46,b18,*,*,*,47.0,7.0
a46,b3,*,*,*,6.0,0.0
a46,b9,*,*,*,227.0,28.0
a47,b0,*,*,*,124.0,11.0
a47,b6,*,*,*,14.0,1.0
a47,b9,*,*,*,407.0,55.0
a5,b0,*,*,*,209.0,31.0
a5,b14,*,*,*,44.0,4.0
a5,b3,*,*,*,3.0,0.0
a5,b9,*,*,*,857.0,88.0
a6,b0,*,*,*,232.0,26.0
a6,b14,*,*,*,47.0,7.0
a6,b9,*,*,*,471.0,54.0
a7,b0,*,*,*,128.0,19.0
a7,b9,*,*,*,241.0,35.0
a8,b0,*,*,*,776.0,82.0
a8,b14,*,*,*,187.0,17.0
a8,b16,*,*,*,126.0,12.0
a8,b3,*,*,*,3.0,0.0
a8,b6,*,*,*,78.0,6.0
a8,b9,*,*,*,985.0,110.0
a9,b0,*,*,*,124.0,11.0
a9,b9,*,*,*,447.0,48.0
a0,*,c0,*,*,706.0,101.0
a0,*,c1,*,*,1178.0,124.0
a0,*,c2,*,*,355.0,32.0
a0,*,c3,*,*,1061.0,91.0
a0,*,c4,*,*,596.0,70.0
a0,*,c5,*,*,712.0,80.0
a1,*,c1,*,*,157.0,20.0
a1,*,c2,*,*,68.0,7.0
a1,*,c3,*,*,51.0,3.0
a1,*,c4,*,*,3.0,0.0
a1,*,c5,*,*,33.0,6.0
a10,*,c0,*,*,170.0,25.0
a10,*,c1,*,*,72.0,6.0
a10,*,c2,*,*,100.0,8.0
a10,*,c3,*,*,46.0,8.0
a10,*,c4,*,*,40.0,5.0
a11,*,c0,*,*,124.0,14.0
a11,*,c1,*,*,121.0,14.0
a11,*,c2,*,*,49.0,8.0
a11,*,c3,*,*,114.0,6.0
a11,*,c4,*,*,41.0,7.0
a11,*,c5,*,*,130.0,5.0
a12,*,c0,*,*,1580.0,178.0
a12,*,c1,*,*,1778.0,184.0
a12,*,c2,*,*,795.0,99.0
a12,*,c3,*,*,1331.0,142.0
a12,*,c4,*,*,1331.0,139.0
a12,*,c5,*,*,1583.0,211.0
a13,*,c0,*,*,135.0,24.0
a13,*,c1,*,*,78.0,9.0
a13,*,c2,*,*,40.0,5.0
a13,*,c3,*,*,49.0,5.0
a13,*,c4,*,*,45.0,6.0
a13,*,c5,*,*,25.0,2.0
a14,*,c0,*,*,232.0,20.0
a14,*,c1,*,*,153.0,15.0
a14,*,c2,*,*,69.0,6.0
a14,*,c3,*,*,76.0,8.0
a14,*,c4,*,*,24.0,6.0
a14,*,c5,*,*,126.0,12.0
a15,*,c0,*,*,548.0,55.0
a15,*,c1,*,*,792.0,81.0
a15,*,c2,*,*,307.0,41.0
a15,*,c3,*,*,657.0,66.0
a15,*,c4,*,*,424.0,56.0
a15,*,c5,*,*,407.0,46.0
