DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,b0,c0,*,*,223.0,26.0
a0,b0,c1,*,*,251.0,25.0
a0,b0,c4,*,*,111.0,12.0
a0,b0,c5,*,*,170.0,22.0
a0,b1,c5,*,*,61.0,5.0
a0,b12,c5,*,*,22.0,2.0
a0,b14,c3,*,*,275.0,19.0
a0,b14,c4,*,*,5.0,1.0
a0,b16,c5,*,*,3.0,0.0
a0,b17,c0,*,*,117.0,18.0
a0,b17,c1,*,*,275.0,31.0
a0,b17,c3,*,*,256.0,23.0
a0,b17,c5,*,*,127.0,11.0
a0,b18,c0,*,*,133.0,20.0
a0,b18,c1,*,*,319.0,29.0
a0,b18,c2,*,*,20.0,1.0
a0,b18,c3,*,*,233.0,25.0
a0,b18,c4,*,*,133.0,17.0
a0,b3,c5,*,*,38.0,4.0
a0,b6,c4,*,*,90.0,12.0
a0,b9,c0,*,*,233.0,37.0
a0,b9,c1,*,*,333.0,39.0
a0,b9,c2,*,*,335.0,31.0
a0,b9,c3,*,*,297.0,24.0
a0,b9,c4,*,*,257.0,28.0
a0,b9,c5,*,*,291.0,36.0
a1,b0,c1,*,*,24.0,3.0
a1,b17,c1,*,*,22.0,5.0
a1,b18,c1,*,*,38.0,4.0
a1,b18,c3,*,*,25.0,2.0
a1,b18,c4,*,*,3.0,0.0
a1,b3,c5,*,*,3.0,0.0
a1,b9,c1,*,*,73.0,8.0
a1,b9,c2,*,*,68.0,7.0
a1,b9,c3,*,*,26.0,1.0
a1,b9,c5,*,*,30.0,6.0
a10,b0,c0,*,*,75.0,12.0
a10,b9,c0,*,*,95.0,13.0
a10,b9,c1,*,*,72.0,6.0
a10,b9,c2,*,*,100.0,8.0
a10,b9,c3,*,*,46.0,8.0
a10,b9,c4,*,*,40.0,5.0
a11,b0,c0,*,*,68.0,10.0
a11,b0,c1,*,*,23.0,4.0
a11,b0,c5,*,*,52.0,2.0
a11,b14,c3,*,*,27.0,0.0
a11,b9,c0,*,*,56.0,4.0
a11,b9,c1,*,*,98.0,10.0
a11,b9,c2,*,*,49.0,8.0
a11,b9,c3,*,*,87.0,6.0
a11,b9,c4,*,*,41.0,7.0
a11,b9,c5,*,*,78.0,3.0
a12,b0,c0,*,*,505.0,47.0
a12,b0,c1,*,*,494.0,52.0
a12,b0,c2,*,*,109.0,11.0
a12,b0,c3,*,*,97.0,14.0
a12,b0,c4,*,*,402.0,45.0
a12,b0,c5,*,*,327.0,51.0
a12,b1,c0,*,*,12.0,0.0
a12,b1,c5,*,*,5.0,1.0
a12,b10,c3,*,*,8.0,1.0
a12,b11,c0,*,*,3.0,0.0
a12,b11,c1,*,*,20.0,1.0
a12,b11,c5,*,*,34.0,2.0
a12,b12,c4,*,*,55.0,8.0
a12,b12,c5,*,*,113.0,13.0
a12,b13,c0,*,*,33.0,6.0
a12,b13,c1,*,*,92.0,10.0
a12,b13,c3,*,*,21.0,0.0
a12,b14,c0,*,*,29.0,1.0
a12,b14,c1,*,*,3.0,0.0
a12,b14,c3,*,*,117.0,12.0
a12,b14,c4,*,*,69.0,3.0
