DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,b0,*,*,*,513.0,327.0
a0,b1,*,*,*,36.0,30.0
a0,b12,*,*,*,13.0,11.0
a0,b14,*,*,*,178.0,122.0
a0,b16,*,*,*,3.0,0.0
a0,b17,*,*,*,503.0,355.0
a0,b18,*,*,*,560.0,370.0
a0,b3,*,*,*,25.0,17.0
a0,b6,*,*,*,60.0,42.0
a0,b9,*,*,*,1169.0,772.0
a1,b0,*,*,*,12.0,15.0
a1,b17,*,*,*,15.0,12.0
a1,b18,*,*,*,46.0,26.0
a1,b3,*,*,*,0.0,3.0
a1,b9,*,*,*,127.0,92.0
a10,b0,*,*,*,46.0,41.0
a10,b9,*,*,*,245.0,148.0
a11,b0,*,*,*,96.0,63.0
a11,b14,*,*,*,15.0,12.0
a11,b9,*,*,*,264.0,183.0
a12,b0,*,*,*,1288.0,866.0
a12,b1,*,*,*,12.0,6.0
a12,b10,*,*,*,7.0,2.0
a12,b11,*,*,*,43.0,17.0
a12,b12,*,*,*,116.0,73.0
a12,b13,*,*,*,97.0,65.0
a12,b14,*,*,*,139.0,95.0
a12,b15,*,*,*,57.0,45.0
a12,b16,*,*,*,49.0,29.0
a12,b17,*,*,*,107.0,55.0
a12,b18,*,*,*,18.0,9.0
a12,b2,*,*,*,80.0,52.0
a12,b20,*,*,*,110.0,55.0
a12,b21,*,*,*,20.0,13.0
a12,b22,*,*,*,3.0,0.0
a12,b23,*,*,*,37.0,23.0
a12,b24,*,*,*,65.0,37.0
a12,b25,*,*,*,361.0,236.0
a12,b27,*,*,*,226.0,155.0
a12,b3,*,*,*,279.0,198.0
a12,b4,*,*,*,212.0,139.0
a12,b5,*,*,*,153.0,99.0
a12,b6,*,*,*,88.0,80.0
a12,b8,*,*,*,72.0,30.0
a12,b9,*,*,*,2005.0,1328.0
a13,b0,*,*,*,62.0,49.0
a13,b9,*,*,*,191.0,121.0
a14,b0,*,*,*,102.0,72.0
a14,b17,*,*,*,42.0,24.0
a14,b18,*,*,*,51.0,33.0
a14,b3,*,*,*,2.0,1.0
a14,b9,*,*,*,257.0,163.0
a15,b0,*,*,*,540.0,351.0
a15,b11,*,*,*,44.0,37.0
a15,b14,*,*,*,78.0,42.0
a15,b15,*,*,*,9.0,6.0
a15,b16,*,*,*,45.0,24.0
a15,b17,*,*,*,209.0,151.0
a15,b20,*,*,*,28.0,20.0
a15,b27,*,*,*,20.0,16.0
a15,b28,*,*,*,17.0,19.0
a15,b3,*,*,*,68.0,58.0
a15,b4,*,*,*,21.0,15.0
a15,b6,*,*,*,27.0,21.0
a15,b8,*,*,*,130.0,86.0
a15,b9,*,*,*,829.0,569.0
a16,b0,*,*,*,677.0,499.0
a16,b1,*,*,*,11.0,10.0
a16,b10,*,*,*,43.0,23.0
a16,b11,*,*,*,178.0,116.0
a16,b12,*,*,*,22.0,11.0
a16,b13,*,*,*,72.0,57.0
a16,b14,*,*,*,292.0,221.0
a16,b15,*,*,*,245.0,169.0
a16,b16,*,*,*,380.0,304.0
a16,b17,*,*,*,351.0,234.0
a16,b18,*,*,*,15.0,12.0
a16,b2,*,*,*,7.0,2.0
a16,b20,*,*,*,92.0,58.0
a16,b21,*,*,*,39.0,24.0
a16,b22,*,*,*,20.0,16.0
a16,b23,*,*,*,41.0,25.0
a16,b24,*,*,*,28.0,14.0
a16,b25,*,*,*,5.0,1.0
a16,b27,*,*,*,38.0,34.0
a16,b28,*,*,*,104.0,70.0
a16,b3,*,*,*,241.0,161.0
a16,b4,*,*,*,129.0,81.0
