DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,b0,*,*,*,497.0,343.0
a0,b1,*,*,*,35.0,31.0
a0,b12,*,*,*,16.0,8.0
a0,b14,*,*,*,182.0,118.0
a0,b16,*,*,*,2.0,1.0
a0,b17,*,*,*,524.0,334.0
a0,b18,*,*,*,572.0,358.0
a0,b3,*,*,*,28.0,14.0
a0,b6,*,*,*,51.0,51.0
a0,b9,*,*,*,1191.0,750.0
a1,b0,*,*,*,11.0,16.0
a1,b17,*,*,*,16.0,11.0
a1,b18,*,*,*,46.0,26.0
a1,b3,*,*,*,2.0,1.0
a1,b9,*,*,*,136.0,83.0
a10,b0,*,*,*,55.0,32.0
a10,b9,*,*,*,228.0,165.0
a11,b0,*,*,*,83.0,76.0
a11,b14,*,*,*,18.0,9.0
a11,b9,*,*,*,273.0,174.0
a12,b0,*,*,*,1311.0,843.0
a12,b1,*,*,*,11.0,7.0
a12,b10,*,*,*,7.0,2.0
a12,b11,*,*,*,39.0,21.0
a12,b12,*,*,*,108.0,81.0
a12,b13,*,*,*,99.0,63.0
a12,b14,*,*,*,145.0,89.0
a12,b15,*,*,*,57.0,45.0
a12,b16,*,*,*,44.0,34.0
a12,b17,*,*,*,99.0,63.0
a12,b18,*,*,*,12.0,15.0
a12,b2,*,*,*,82.0,50.0
a12,b20,*,*,*,89.0,76.0
a12,b21,*,*,*,22.0,11.0
a12,b22,*,*,*,2.0,1.0
a12,b23,*,*,*,37.0,23.0
a12,b24,*,*,*,54.0,48.0
a12,b25,*,*,*,346.0,251.0
a12,b27,*,*,*,221.0,160.0
a12,b3,*,*,*,288.0,189.0
a12,b4,*,*,*,212.0,139.0
a12,b5,*,*,*,160.0,92.0
a12,b6,*,*,*,105.0,63.0
a12,b8,*,*,*,58.0,44.0
a12,b9,*,*,*,2015.0,1318.0
a13,b0,*,*,*,63.0,48.0
a13,b9,*,*,*,175.0,137.0
a14,b0,*,*,*,118.0,56.0
a14,b17,*,*,*,40.0,26.0
a14,b18,*,*,*,50.0,34.0
a14,b3,*,*,*,2.0,1.0
a14,b9,*,*,*,275.0,145.0
a15,b0,*,*,*,518.0,373.0
a15,b11,*,*,*,43.0,38.0
a15,b14,*,*,*,74.0,46.0
a15,b15,*,*,*,11.0,4.0
a15,b16,*,*,*,53.0,16.0
a15,b17,*,*,*,212.0,148.0
a15,b20,*,*,*,35.0,13.0
a15,b27,*,*,*,19.0,17.0
a15,b28,*,*,*,23.0,13.0
a15,b3,*,*,*,70.0,56.0
a15,b4,*,*,*,23.0,13.0
a15,b6,*,*,*,26.0,22.0
a15,b8,*,*,*,128.0,88.0
a15,b9,*,*,*,826.0,572.0
a16,b0,*,*,*,733.0,443.0
a16,b1,*,*,*,12.0,9.0
a16,b10,*,*,*,40.0,26.0
a16,b11,*,*,*,184.0,110.0
a16,b12,*,*,*,20.0,13.0
a16,b13,*,*,*,75.0,54.0
a16,b14,*,*,*,313.0,200.0
a16,b15,*,*,*,241.0,173.0
