DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,b0,*,*,*,756.0,84.0
a0,b1,*,*,*,60.0,6.0
a0,b12,*,*,*,23.0,1.0
a0,b14,*,*,*,255.0,45.0
a0,b16,*,*,*,2.0,1.0
a0,b17,*,*,*,762.0,96.0
a0,b18,*,*,*,837.0,93.0
a0,b3,*,*,*,41.0,1.0
a0,b6,*,*,*,96.0,6.0
a0,b9,*,*,*,1727.0,214.0
a1,b0,*,*,*,23.0,4.0
a1,b17,*,*,*,24.0,3.0
a1,b18,*,*,*,68.0,4.0
a1,b3,*,*,*,3.0,0.0
a1,b9,*,*,*,201.0,18.0
a10,b0,*,*,*,79.0,8.0
a10,b9,*,*,*,351.0,42.0
a11,b0,*,*,*,140.0,19.0
a11,b14,*,*,*,27.0,0.0
a11,b9,*,*,*,406.0,41.0
a12,b0,*,*,*,1936.0,218.0
a12,b1,*,*,*,16.0,2.0
a12,b10,*,*,*,9.0,0.0
a12,b11,*,*,*,54.0,6.0
a12,b12,*,*,*,173.0,16.0
a12,b13,*,*,*,146.0,16.0
a12,b14,*,*,*,208.0,26.0
a12,b15,*,*,*,89.0,13.0
a12,b16,*,*,*,72.0,6.0
a12,b17,*,*,*,151.0,11.0
a12,b18,*,*,*,21.0,6.0
a12,b2,*,*,*,121.0,11.0
a12,b20,*,*,*,147.0,18.0
a12,b21,*,*,*,29.0,4.0
a12,b22,*,*,*,3.0,0.0
a12,b23,*,*,*,53.0,7.0
a12,b24,*,*,*,94.0,8.0
a12,b25,*,*,*,547.0,50.0
a12,b27,*,*,*,339.0,42.0
a12,b3,*,*,*,423.0,54.0
a12,b4,*,*,*,317.0,34.0
a12,b5,*,*,*,227.0,25.0
a12,b6,*,*,*,145.0,23.0
a12,b8,*,*,*,92.0,10.0
a12,b9,*,*,*,2997.0,336.0
a13,b0,*,*,*,100.0,11.0
a13,b9,*,*,*,283.0,29.0
a14,b0,*,*,*,153.0,21.0
a14,b17,*,*,*,59.0,7.0
a14,b18,*,*,*,78.0,6.0
a14,b3,*,*,*,3.0,0.0
a14,b9,*,*,*,378.0,42.0
a15,b0,*,*,*,808.0,83.0
a15,b11,*,*,*,71.0,10.0
a15,b14,*,*,*,106.0,14.0
a15,b15,*,*,*,13.0,2.0
a15,b16,*,*,*,64.0,5.0
a15,b17,*,*,*,321.0,39.0
a15,b20,*,*,*,44.0,4.0
a15,b27,*,*,*,32.0,4.0
a15,b28,*,*,*,31.0,5.0
a15,b3,*,*,*,113.0,13.0
a15,b4,*,*,*,31.0,5.0
a15,b6,*,*,*,41.0,7.0
a15,b8,*,*,*,191.0,25.0
a15,b9,*,*,*,1262.0,136.0
a16,b0,*,*,*,1049.0,127.0
a16,b1,*,*,*,19.0,2.0
a16,b10,*,*,*,64.0,2.0
a16,b11,*,*,*,276.0,18.0
a16,b12,*,*,*,29.0,4.0
a16,b13,*,*,*,120.0,9.0
a16,b14,*,*,*,460.0,53.0
a16,b15,*,*,*,372.0,42.0
a16,b16,*,*,*,612.0,72.0
a16,b17,*,*,*,530.0,55.0
a16,b18,*,*,*,25.0,2.0
a16,b2,*,*,*,8.0,1.0
a16,b20,*,*,*,132.0,18.0
a16,b21,*,*,*,57.0,6.0
a16,b22,*,*,*,35.0,1.0
a16,b23,*,*,*,59.0,7.0
a16,b24,*,*,*,37.0,5.0
a16,b25,*,*,*,5.0,1.0
a16,b27,*,*,*,61.0,11.0
a16,b28,*,*,*,152.0,22.0
a16,b3,*,*,*,366.0,36.0
a16,b4,*,*,*,192.0,18.0
a16,b5,*,*,*,2.0,1.0
a16,b6,*,*,*,131.0,13.0
a16,b8,*,*,*,782.0,85.0
a16,b9,*,*,*,1608.0,180.0
a17,b0,*,*,*,311.0,34.0
a17,b12,*,*,*,4.0,2.0
a17,b15,*,*,*,61.0,2.0
a17,b17,*,*,*,229.0,20.0
a17,b18,*,*,*,354.0,33.0
a17,b3,*,*,*,3.0,0.0
a17,b9,*,*,*,797.0,88.0
a18,b0,*,*,*,94.0,8.0
a18,b9,*,*,*,285.0,30.0
a19,b0,*,*,*,3.0,0.0
a19,b17,*,*,*,2.0,1.0
a19,b3,*,*,*,2.0,1.0
a19,b9,*,*,*,9.0,0.0
a2,b0,*,*,*,3.0,0.0
a2,b18,*,*,*,2.0,1.0
a2,b3,*,*,*,2.0,1.0
a2,b9,*,*,*,2.0,1.0
a20,b0,*,*,*,496.0,50.0
a20,b1,*,*,*,8.0,1.0
a20,b14,*,*,*,17.0,1.0
a20,b18,*,*,*,550.0,62.0
a20,b3,*,*,*,3.0,0.0
a20,b9,*,*,*,1092.0,111.0
a21,b0,*,*,*,4611.0,576.0
a21,b1,*,*,*,1277.0,106.0
a21,b10,*,*,*,209.0,22.0
a21,b11,*,*,*,407.0,46.0
a21,b12,*,*,*,1250.0,157.0
a21,b13,*,*,*,42.0,0.0
a21,b14,*,*,*,1516.0,164.0
a21,b15,*,*,*,291.0,33.0
a21,b16,*,*,*,599.0,64.0
a21,b17,*,*,*,1058.0,115.0
a21,b18,*,*,*,4081.0,470.0
a21,b19,*,*,*,530.0,64.0
a21,b2,*,*,*,173.0,16.0
a21,b20,*,*,*,410.0,46.0
a21,b21,*,*,*,213.0,21.0
a21,b22,*,*,*,224.0,28.0
a21,b23,*,*,*,1079.0,121.0
a21,b24,*,*,*,365.0,31.0
a21,b25,*,*,*,1680.0,189.0
a21,b26,*,*,*,71.0,13.0
a21,b27,*,*,*,67.0,8.0
a21,b28,*,*,*,5.0,1.0
a21,b3,*,*,*,655.0,71.0
a21,b4,*,*,*,332.0,43.0
a21,b5,*,*,*,410.0,49.0
a21,b6,*,*,*,537.0,69.0
a21,b7,*,*,*,9.0,0.0
a21,b8,*,*,*,644.0,82.0
a21,b9,*,*,*,6270.0,663.0
a22,b0,*,*,*,119.0,13.0
a22,b17,*,*,*,66.0,6.0
a22,b18,*,*,*,141.0,21.0
a22,b3,*,*,*,3.0,0.0
a22,b9,*,*,*,360.0,36.0
a23,b0,*,*,*,3.0,0.0
a23,b1,*,*,*,12.0,3.0
a23,b17,*,*,*,3.0,0.0
a23,b18,*,*,*,17.0,4.0
a23,b9,*,*,*,84.0,6.0
a24,b0,*,*,*,46.0,8.0
a24,b9,*,*,*,349.0,29.0
a25,b0,*,*,*,160.0,11.0
a25,b17,*,*,*,89.0,13.0
a25,b18,*,*,*,264.0,30.0
a25,b3,*,*,*,2.0,1.0
a25,b9,*,*,*,402.0,54.0
a26,b0,*,*,*,4.0,2.0
a27,b0,*,*,*,272.0,28.0
a27,b14,*,*,*,20.0,4.0
a27,b9,*,*,*,536.0,61.0
a28,b0,*,*,*,142.0,20.0
a28,b9,*,*,*,251.0,40.0
a29,b0,*,*,*,189.0,27.0
a29,b14,*,*,*,23.0,1.0
a29,b9,*,*,*,454.0,59.0
a3,b0,*,*,*,707.0,88.0
