DOMAIN,province,user_type,os,cdn_server,normal,abnormal
315.live.cmvideo.cn,*,*,*,*,4061,1045
cache.family.migu.cn,*,*,*,*,283,65
download.mlocso.com,*,*,*,*,8,4
hlsmgspdl.miguvideo.com,*,*,*,*,3992,985
hlsmgsplive.miguvideo.com,*,*,*,*,3904,959
hlsmgzblive.miguvideo.com,*,*,*,*,980,256
img.9ask.cn,*,*,*,*,655,182
invoke.hzrsj.gov.cn,*,*,*,*,333,90
iphone.cmvideo.cn,*,*,*,*,1894,488
jwc.wfu.edu.cn,*,*,*,*,502,128
lib.wfu.edu.cn,*,*,*,*,377,103
liveimg.qdqss.cn,*,*,*,*,507,126
ltsyd.qq.com,*,*,*,*,7507,1844
m.wfu.edu.cn,*,*,*,*,335,88
mcontent.10086.cn,*,*,*,*,600,147
pcdowncmnet.titan.mgtv.com,*,*,*,*,2807,673
pcvideocmnet.titan.mgtv.com,*,*,*,*,6358,1616
resource.ising.migu.cn,*,*,*,*,1547,391
rsc.wfu.edu.cn,*,*,*,*,331,86
tvvod.miguvideo.com,*,*,*,*,17,1
tyst.migu.cn,*,*,*,*,1945,446
ugcyd.qq.com,*,*,*,*,25748,6535
vod.migu.cn,*,*,*,*,607,158
vodcdn.video.taobao.com,*,*,*,*,112,20
wh.bjtu.edu.cn,*,*,*,*,348,84
wlanwm.12530.com,*,*,*,*,827,199
www.10086.cn,*,*,*,*,3,3
www.9ask.cn,*,*,*,*,696,225
www.chinawanda.com,*,*,*,*,367,86
www.dongchangfu.gov.cn,*,*,*,*,598,155
www.dyq.gov.cn,*,*,*,*,401,118
www.dzvtc.cn,*,*,*,*,429,117
www.jnzk.net,*,*,*,*,490,149
www.juancheng.gov.cn,*,*,*,*,424,119
www.lctvu.sd.cn,*,*,*,*,454,134
www.qdc.cn,*,*,*,*,425,109
www.qdfuer.com,*,*,*,*,445,113
www.qdqs.com,*,*,*,*,245,70
www.rczyz.cn,*,*,*,*,516,120
www.sdlyyz.net,*,*,*,*,403,113
www.sdosta.org.cn,*,*,*,*,537,174
www.sdust.edu.cn,*,*,*,*,664,170
www.sdyw.org,*,*,*,*,423,129
www.wfu.edu.cn,*,*,*,*,547,140
www.ykjt.cn,*,*,*,*,604,164
xkxy.wfu.edu.cn,*,*,*,*,29,7
yy.migu.cmvideo.cn,*,*,*,*,338,73
zsb.wfu.edu.cn,*,*,*,*,479,133
*,9999,*,*,*,15155,3942
*,上海,*,*,*,1217,313
*,云南,*,*,*,255,75
*,北京,*,*,*,1495,362
*,吉林,*,*,*,772,200
*,四川,*,*,*,579,135
*,天津,*,*,*,935,259
*,宁夏,*,*,*,8,1
*,安徽,*,*,*,1548,375
*,山东,*,*,*,30188,7761
*,山西,*,*,*,239,67
*,广东,*,*,*,717,204
*,广西,*,*,*,1361,301
*,新疆,*,*,*,260,73
*,江苏,*,*,*,3133,724
*,江西,*,*,*,723,195
*,河北,*,*,*,1312,329
*,河南,*,*,*,3733,926
*,浙江,*,*,*,6631,1649
*,海南,*,*,*,483,111
*,湖北,*,*,*,675,183
*,湖南,*,*,*,277,53
*,甘肃,*,*,*,234,57
*,福建,*,*,*,1068,273
*,贵州,*,*,*,424,116
*,辽宁,*,*,*,1989,483
*,重庆,*,*,*,66,18
*,陕西,*,*,*,461,103
*,青海,*,*,*,164,52
*,*,0,*,*,17019,4259
*,*,1,*,*,16892,4320
*,*,2,*,*,7503,1917
*,*,3,*,*,12437,3072
*,*,4,*,*,9722,2498
*,*,9,*,*,12529,3274
*,*,*,Android,*,19172,4834
*,*,*,COMPUTER,*,17638,4655
*,*,*,TABLET,*,11120,2836
*,*,*,UNKNOWN,*,17537,4327
*,*,*,iPhone,*,10635,2688
*,*,*,*,120.221.32.100,410,106
*,*,*,*,120.221.32.101,433,101
*,*,*,*,120.221.32.102,393,84
*,*,*,*,120.221.32.103,429,102
*,*,*,*,120.221.32.104,423,105
*,*,*,*,120.221.32.105,414,102
*,*,*,*,120.221.32.106,467,127
*,*,*,*,120.221.32.107,421,116
*,*,*,*,120.221.32.108,441,117
*,*,*,*,120.221.32.112,404,118
*,*,*,*,120.221.32.113,426,105
*,*,*,*,120.221.32.114,460,101
*,*,*,*,120.221.32.115,428,106
*,*,*,*,120.221.32.116,413,115
*,*,*,*,120.221.32.117,426,108
*,*,*,*,120.221.32.118,445,113
*,*,*,*,120.221.32.119,438,114
*,*,*,*,120.221.32.120,459,132
*,*,*,*,120.221.32.166,429,144
*,*,*,*,120.221.32.167,424,92
*,*,*,*,120.221.32.168,442,122
*,*,*,*,120.221.32.169,474,99
*,*,*,*,120.221.32.170,415,140
*,*,*,*,120.221.32.171,403,116
*,*,*,*,120.221.32.172,436,113
*,*,*,*,120.221.32.173,407,109
*,*,*,*,120.221.32.174,402,99
*,*,*,*,120.221.32.175,458,103
*,*,*,*,120.221.32.177,426,120
*,*,*,*,120.221.32.178,423,114
*,*,*,*,120.221.32.179,415,107
*,*,*,*,120.221.32.180,453,105
*,*,*,*,120.221.32.181,473,106
*,*,*,*,120.221.32.182,415,77
*,*,*,*,120.221.32.183,401,100
*,*,*,*,120.221.32.184,415,92
*,*,*,*,120.221.32.185,433,92
*,*,*,*,120.221.32.186,442,134
*,*,*,*,120.221.32.210,817,209
*,*,*,*,120.221.32.211,810,219
*,*,*,*,120.221.32.213,832,227
*,*,*,*,120.221.32.214,837,201
*,*,*,*,120.221.32.215,848,196
*,*,*,*,120.221.32.216,827,202
*,*,*,*,120.221.32.217,741,228
*,*,*,*,120.221.32.218,841,227
*,*,*,*,120.221.32.219,859,212
*,*,*,*,120.221.32.68,431,109
*,*,*,*,120.221.32.69,449,106
*,*,*,*,120.221.32.70,427,119
*,*,*,*,120.221.32.71,416,103
*,*,*,*,120.221.32.72,427,110
*,*,*,*,120.221.32.73,468,117
*,*,*,*,120.221.32.74,443,121
*,*,*,*,120.221.32.75,412,101
*,*,*,*,120.221.32.76,439,113
*,*,*,*,120.221.32.89,418,116
*,*,*,*,120.221.32.90,479,112
*,*,*,*,120.221.32.94,444,114
*,*,*,*,120.221.32.95,451,122
*,*,*,*,120.221.32.96,465,108
*,*,*,*,120.221.32.97,419,112
*,*,*,*,120.221.32.98,382,110
*,*,*,*,120.221.34.100,781,209
*,*,*,*,120.221.34.101,791,204
*,*,*,*,120.221.34.102,839,184
*,*,*,*,120.221.34.103,781,182
*,*,*,*,120.221.34.104,761,184
*,*,*,*,120.221.34.105,769,200
*,*,*,*,120.221.34.106,809,178
*,*,*,*,120.221.34.107,759,204
