DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,b0,*,*,*,677.0,163.0
a0,b1,*,*,*,48.0,18.0
a0,b12,*,*,*,23.0,1.0
a0,b14,*,*,*,233.0,67.0
a0,b16,*,*,*,3.0,0.0
a0,b17,*,*,*,688.0,170.0
a0,b18,*,*,*,743.0,187.0
a0,b3,*,*,*,39.0,3.0
a0,b6,*,*,*,80.0,22.0
a0,b9,*,*,*,1560.0,381.0
a1,b0,*,*,*,23.0,4.0
a1,b17,*,*,*,16.0,11.0
a1,b18,*,*,*,65.0,7.0
a1,b3,*,*,*,3.0,0.0
a1,b9,*,*,*,184.0,35.0
a10,b0,*,*,*,66.0,21.0
a10,b9,*,*,*,303.0,90.0
a11,b0,*,*,*,131.0,28.0
a11,b14,*,*,*,20.0,7.0
a11,b9,*,*,*,365.0,82.0
a12,b0,*,*,*,1733.0,421.0
a12,b1,*,*,*,12.0,6.0
a12,b10,*,*,*,7.0,2.0
a12,b11,*,*,*,43.0,17.0
a12,b12,*,*,*,146.0,43.0
a12,b13,*,*,*,125.0,37.0
a12,b14,*,*,*,192.0,42.0
a12,b15,*,*,*,81.0,21.0
a12,b16,*,*,*,64.0,14.0
a12,b17,*,*,*,131.0,31.0
a12,b18,*,*,*,21.0,6.0
a12,b2,*,*,*,100.0,32.0
a12,b20,*,*,*,144.0,21.0
a12,b21,*,*,*,25.0,8.0
a12,b22,*,*,*,3.0,0.0
a12,b23,*,*,*,44.0,16.0
a12,b24,*,*,*,85.0,17.0
a12,b25,*,*,*,480.0,117.0
a12,b27,*,*,*,303.0,78.0
a12,b3,*,*,*,381.0,96.0
a12,b4,*,*,*,277.0,74.0
a12,b5,*,*,*,208.0,44.0
a12,b6,*,*,*,142.0,26.0
a12,b8,*,*,*,85.0,17.0
a12,b9,*,*,*,2628.0,705.0
a13,b0,*,*,*,98.0,13.0
a13,b9,*,*,*,255.0,57.0
a14,b0,*,*,*,143.0,31.0
a14,b17,*,*,*,54.0,12.0
a14,b18,*,*,*,70.0,14.0
a14,b3,*,*,*,2.0,1.0
a14,b9,*,*,*,328.0,92.0
a15,b0,*,*,*,709.0,182.0
a15,b11,*,*,*,58.0,23.0
a15,b14,*,*,*,98.0,22.0
a15,b15,*,*,*,5.0,10.0
a15,b16,*,*,*,52.0,17.0
a15,b17,*,*,*,281.0,79.0
a15,b20,*,*,*,34.0,14.0
a15,b27,*,*,*,33.0,3.0
a15,b28,*,*,*,30.0,6.0
a15,b3,*,*,*,98.0,28.0
a15,b4,*,*,*,26.0,10.0
a15,b6,*,*,*,35.0,13.0
a15,b8,*,*,*,167.0,49.0
a15,b9,*,*,*,1133.0,265.0
a16,b0,*,*,*,925.0,251.0
a16,b1,*,*,*,17.0,4.0
a16,b10,*,*,*,56.0,10.0
a16,b11,*,*,*,231.0,63.0
a16,b12,*,*,*,23.0,10.0
a16,b13,*,*,*,101.0,28.0
a16,b14,*,*,*,417.0,96.0
a16,b15,*,*,*,310.0,104.0
a16,b16,*,*,*,535.0,149.0
a16,b17,*,*,*,473.0,112.0
a16,b18,*,*,*,20.0,7.0
a16,b2,*,*,*,4.0,5.0
a16,b20,*,*,*,109.0,41.0
a16,b21,*,*,*,49.0,14.0
a16,b22,*,*,*,28.0,8.0
a16,b23,*,*,*,52.0,14.0
a16,b24,*,*,*,32.0,10.0
a16,b25,*,*,*,6.0,0.0
a16,b27,*,*,*,58.0,14.0
a16,b28,*,*,*,136.0,38.0
a16,b3,*,*,*,334.0,68.0
a16,b4,*,*,*,175.0,35.0
a16,b5,*,*,*,3.0,0.0
a16,b6,*,*,*,107.0,37.0
a16,b8,*,*,*,691.0,176.0
a16,b9,*,*,*,1404.0,384.0
a17,b0,*,*,*,273.0,72.0
a17,b12,*,*,*,4.0,2.0
a17,b15,*,*,*,48.0,15.0
a17,b17,*,*,*,202.0,47.0
