DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,*,*,*,*,4094.0,1012.0
a1,*,*,*,*,291.0,57.0
a10,*,*,*,*,369.0,111.0
a11,*,*,*,*,516.0,117.0
a12,*,*,*,*,7460.0,1891.0
a13,*,*,*,*,353.0,70.0
a14,*,*,*,*,597.0,150.0
a15,*,*,*,*,2759.0,721.0
a16,*,*,*,*,6296.0,1678.0
a17,*,*,*,*,1564.0,374.0
a18,*,*,*,*,330.0,87.0
a19,*,*,*,*,13.0,5.0
a2,*,*,*,*,8.0,4.0
a20,*,*,*,*,1896.0,495.0
a21,*,*,*,*,25853.0,6430.0
a22,*,*,*,*,601.0,164.0
a23,*,*,*,*,104.0,28.0
a24,*,*,*,*,351.0,81.0
a25,*,*,*,*,810.0,216.0
a26,*,*,*,*,4.0,2.0
a27,*,*,*,*,710.0,211.0
a28,*,*,*,*,363.0,90.0
a29,*,*,*,*,595.0,158.0
a3,*,*,*,*,3992.0,985.0
a30,*,*,*,*,411.0,108.0
a31,*,*,*,*,432.0,114.0
a32,*,*,*,*,510.0,129.0
a33,*,*,*,*,433.0,110.0
a34,*,*,*,*,473.0,115.0
a35,*,*,*,*,428.0,106.0
a36,*,*,*,*,462.0,96.0
a37,*,*,*,*,245.0,70.0
a38,*,*,*,*,511.0,125.0
a39,*,*,*,*,424.0,92.0
a4,*,*,*,*,3890.0,973.0
a40,*,*,*,*,568.0,143.0
a41,*,*,*,*,659.0,175.0
a42,*,*,*,*,441.0,111.0
a43,*,*,*,*,559.0,128.0
a44,*,*,*,*,608.0,160.0
a45,*,*,*,*,32.0,4.0
a46,*,*,*,*,329.0,82.0
a47,*,*,*,*,484.0,128.0
a5,*,*,*,*,991.0,245.0
a6,*,*,*,*,670.0,167.0
a7,*,*,*,*,335.0,88.0
a8,*,*,*,*,1934.0,448.0
a9,*,*,*,*,504.0,126.0
*,b0,*,*,*,15311.0,3786.0
*,b1,*,*,*,1219.0,311.0
*,b10,*,*,*,254.0,52.0
*,b11,*,*,*,734.0,187.0
*,b12,*,*,*,1322.0,340.0
*,b13,*,*,*,257.0,76.0
*,b14,*,*,*,3081.0,776.0
*,b15,*,*,*,715.0,203.0
*,b16,*,*,*,1304.0,337.0
*,b17,*,*,*,3732.0,927.0
*,b18,*,*,*,6587.0,1693.0
*,b19,*,*,*,482.0,112.0
*,b2,*,*,*,263.0,67.0
*,b20,*,*,*,685.0,173.0
*,b21,*,*,*,247.0,83.0
*,b22,*,*,*,224.0,67.0
*,b23,*,*,*,1060.0,281.0
*,b24,*,*,*,439.0,101.0
*,b25,*,*,*,1997.0,475.0
*,b26,*,*,*,66.0,18.0
*,b27,*,*,*,445.0,119.0
*,b28,*,*,*,172.0,44.0
*,b3,*,*,*,1497.0,360.0
*,b4,*,*,*,780.0,192.0
*,b5,*,*,*,583.0,131.0
*,b6,*,*,*,938.0,256.0
*,b7,*,*,*,9.0,0.0
*,b8,*,*,*,1520.0,403.0
*,b9,*,*,*,30339.0,7610.0
*,*,c0,*,*,17085.0,4193.0
*,*,c1,*,*,16891.0,4321.0
*,*,c2,*,*,7499.0,1921.0
*,*,c3,*,*,12386.0,3123.0
*,*,c4,*,*,9726.0,2494.0
*,*,c5,*,*,12675.0,3128.0
*,*,*,d0,*,19296.0,4710.0
*,*,*,d1,*,17748.0,4545.0
*,*,*,d2,*,11159.0,2797.0
*,*,*,d3,*,17432.0,4432.0
*,*,*,d4,*,10627.0,2696.0
*,*,*,*,e0,416.0,100.0
*,*,*,*,e1,431.0,103.0
*,*,*,*,e10,424.0,107.0
*,*,*,*,e100,108.0,30.0
*,*,*,*,e101,202.0,47.0
*,*,*,*,e102,193.0,50.0
*,*,*,*,e103,191.0,58.0
*,*,*,*,e104,234.0,42.0
*,*,*,*,e105,191.0,37.0
*,*,*,*,e106,202.0,47.0
*,*,*,*,e107,216.0,54.0
*,*,*,*,e108,177.0,45.0
*,*,*,*,e109,198.0,42.0
*,*,*,*,e11,462.0,99.0
*,*,*,*,e110,184.0,53.0
*,*,*,*,e111,205.0,50.0
*,*,*,*,e112,187.0,47.0
*,*,*,*,e113,196.0,47.0
*,*,*,*,e114,202.0,59.0
*,*,*,*,e115,215.0,43.0
*,*,*,*,e116,219.0,33.0
*,*,*,*,e117,203.0,55.0
*,*,*,*,e118,198.0,51.0
*,*,*,*,e119,196.0,38.0
*,*,*,*,e12,430.0,104.0
*,*,*,*,e120,7.0,1.0
*,*,*,*,e121,6.0,2.0
*,*,*,*,e122,6.0,2.0
*,*,*,*,e123,4.0,4.0
*,*,*,*,e124,6.0,2.0
*,*,*,*,e125,5.0,3.0
*,*,*,*,e126,211.0,56.0
*,*,*,*,e127,174.0,72.0
*,*,*,*,e128,420.0,96.0
*,*,*,*,e129,426.0,111.0
*,*,*,*,e13,430.0,98.0
*,*,*,*,e130,435.0,135.0
*,*,*,*,e131,428.0,109.0
*,*,*,*,e132,435.0,124.0
*,*,*,*,e133,418.0,93.0
*,*,*,*,e134,446.0,92.0
*,*,*,*,e135,461.0,109.0
*,*,*,*,e136,432.0,121.0
*,*,*,*,e137,403.0,123.0
*,*,*,*,e138,432.0,101.0
*,*,*,*,e139,406.0,113.0
*,*,*,*,e14,436.0,98.0
*,*,*,*,e140,442.0,96.0
*,*,*,*,e141,419.0,116.0
*,*,*,*,e142,420.0,94.0
*,*,*,*,e143,604.0,168.0
*,*,*,*,e144,72.0,15.0
*,*,*,*,e145,69.0,18.0
*,*,*,*,e146,74.0,13.0
*,*,*,*,e147,73.0,5.0
*,*,*,*,e148,66.0,12.0
*,*,*,*,e149,62.0,16.0
*,*,*,*,e15,438.0,120.0
*,*,*,*,e150,68.0,13.0
*,*,*,*,e151,72.0,24.0
*,*,*,*,e152,78.0,18.0
*,*,*,*,e153,139.0,26.0
*,*,*,*,e154,127.0,32.0
*,*,*,*,e155,53.0,10.0
*,*,*,*,e156,80.0,19.0
*,*,*,*,e157,84.0,21.0
*,*,*,*,e158,67.0,17.0
*,*,*,*,e159,58.0,14.0
*,*,*,*,e16,441.0,111.0
*,*,*,*,e160,72.0,21.0
*,*,*,*,e161,75.0,18.0
*,*,*,*,e162,80.0,19.0
*,*,*,*,e163,72.0,21.0
*,*,*,*,e164,73.0,17.0
*,*,*,*,e165,63.0,24.0
*,*,*,*,e166,80.0,19.0
*,*,*,*,e167,96.0,18.0
*,*,*,*,e168,92.0,25.0
*,*,*,*,e169,117.0,30.0
*,*,*,*,e17,464.0,127.0
*,*,*,*,e170,50.0,22.0
*,*,*,*,e171,44.0,16.0
*,*,*,*,e172,110.0,28.0
*,*,*,*,e173,65.0,19.0
*,*,*,*,e174,68.0,16.0
*,*,*,*,e175,51.0,15.0
*,*,*,*,e176,686.0,154.0
*,*,*,*,e177,677.0,169.0
*,*,*,*,e178,116.0,37.0
*,*,*,*,e179,134.0,31.0
*,*,*,*,e18,459.0,114.0
*,*,*,*,e180,139.0,29.0
*,*,*,*,e181,131.0,28.0
*,*,*,*,e182,641.0,187.0
*,*,*,*,e183,651.0,171.0
*,*,*,*,e184,690.0,165.0
*,*,*,*,e185,663.0,153.0
*,*,*,*,e186,663.0,156.0
*,*,*,*,e187,650.0,163.0
*,*,*,*,e188,693.0,156.0
*,*,*,*,e189,563.0,268.0
*,*,*,*,e19,424.0,92.0
*,*,*,*,e190,627.0,216.0
*,*,*,*,e191,689.0,148.0
*,*,*,*,e192,71.0,19.0
*,*,*,*,e193,70.0,23.0
*,*,*,*,e194,74.0,28.0
*,*,*,*,e195,112.0,32.0
