DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,*,*,*,*,3004,2102
a1,*,*,*,*,213,135
a10,*,*,*,*,258,222
a11,*,*,*,*,362,271
a12,*,*,*,*,5668,3683
a13,*,*,*,*,276,147
a14,*,*,*,*,441,306
a15,*,*,*,*,2109,1371
a16,*,*,*,*,4812,3162
a17,*,*,*,*,1163,775
a18,*,*,*,*,259,158
a19,*,*,*,*,11,7
a2,*,*,*,*,6,6
a20,*,*,*,*,1439,952
a21,*,*,*,*,19413,12870
a22,*,*,*,*,464,301
a23,*,*,*,*,67,65
a24,*,*,*,*,257,175
a25,*,*,*,*,575,451
a26,*,*,*,*,3,3
a27,*,*,*,*,577,344
a28,*,*,*,*,273,180
a29,*,*,*,*,452,301
a3,*,*,*,*,3011,1966
a30,*,*,*,*,309,210
a31,*,*,*,*,339,207
a32,*,*,*,*,405,234
a33,*,*,*,*,302,241
a34,*,*,*,*,341,247
a35,*,*,*,*,296,238
a36,*,*,*,*,320,238
a37,*,*,*,*,177,138
a38,*,*,*,*,353,283
a39,*,*,*,*,299,217
a4,*,*,*,*,2926,1937
a40,*,*,*,*,428,283
a41,*,*,*,*,515,319
a42,*,*,*,*,305,247
a43,*,*,*,*,431,256
a44,*,*,*,*,445,323
a45,*,*,*,*,18,18
a46,*,*,*,*,233,178
a47,*,*,*,*,380,232
a5,*,*,*,*,754,482
a6,*,*,*,*,503,334
a7,*,*,*,*,255,168
a8,*,*,*,*,1407,975
a9,*,*,*,*,394,236
*,b0,*,*,*,11343,7754
*,b1,*,*,*,911,619
*,b10,*,*,*,195,111
*,b11,*,*,*,561,360
*,b12,*,*,*,991,671
*,b13,*,*,*,209,124
*,b14,*,*,*,2309,1548
*,b15,*,*,*,548,370
*,b16,*,*,*,984,657
*,b17,*,*,*,2774,1885
*,b18,*,*,*,4980,3300
*,b19,*,*,*,369,225
*,b2,*,*,*,213,117
*,b20,*,*,*,505,353
*,b21,*,*,*,195,135
*,b22,*,*,*,183,108
*,b23,*,*,*,834,507
*,b24,*,*,*,322,218
*,b25,*,*,*,1490,982
*,b26,*,*,*,47,37
*,b27,*,*,*,330,234
*,b28,*,*,*,129,87
*,b3,*,*,*,1139,718
*,b4,*,*,*,610,362
*,b5,*,*,*,432,282
*,b6,*,*,*,706,488
*,b7,*,*,*,5,4
*,b8,*,*,*,1161,762
*,b9,*,*,*,22773,15176
*,*,c0,*,*,12889,8389
*,*,c1,*,*,12736,8476
*,*,c2,*,*,5662,3758
*,*,c3,*,*,9247,6262
*,*,c4,*,*,7264,4956
*,*,c5,*,*,9450,6353
*,*,*,d0,*,14458,9548
*,*,*,d1,*,13393,8900
*,*,*,d2,*,8288,5668
*,*,*,d3,*,13140,8724
*,*,*,d4,*,7969,5354
*,*,*,*,e0,292,224
*,*,*,*,e1,312,222
*,*,*,*,e10,296,235
*,*,*,*,e100,85,53
*,*,*,*,e101,159,90
*,*,*,*,e102,139,104
*,*,*,*,e103,140,109
*,*,*,*,e104,171,105
*,*,*,*,e105,131,97
*,*,*,*,e106,148,101
*,*,*,*,e107,163,107
*,*,*,*,e108,139,83
*,*,*,*,e109,147,93
*,*,*,*,e11,321,240
*,*,*,*,e110,139,98
*,*,*,*,e111,149,106
*,*,*,*,e112,137,97
*,*,*,*,e113,148,95
*,*,*,*,e114,152,109
*,*,*,*,e115,158,100
*,*,*,*,e116,153,99
*,*,*,*,e117,157,101
*,*,*,*,e118,155,94
*,*,*,*,e119,141,93
*,*,*,*,e12,287,247
*,*,*,*,e120,6,2
*,*,*,*,e121,6,2
*,*,*,*,e122,6,2
*,*,*,*,e123,3,5
*,*,*,*,e124,5,3
*,*,*,*,e125,4,4
*,*,*,*,e126,147,120
*,*,*,*,e127,135,111
*,*,*,*,e128,299,217
