DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,*,*,*,*,3014,2092
a1,*,*,*,*,203,145
a10,*,*,*,*,298,182
a11,*,*,*,*,374,259
a12,*,*,*,*,5683,3668
a13,*,*,*,*,214,209
a14,*,*,*,*,445,302
a15,*,*,*,*,2089,1391
a16,*,*,*,*,4713,3261
a17,*,*,*,*,1149,789
a18,*,*,*,*,249,168
a19,*,*,*,*,12,6
a2,*,*,*,*,10,2
a20,*,*,*,*,1455,936
a21,*,*,*,*,19337,12946
a22,*,*,*,*,460,305
a23,*,*,*,*,78,54
a24,*,*,*,*,249,183
a25,*,*,*,*,604,422
a26,*,*,*,*,5,1
a27,*,*,*,*,545,376
a28,*,*,*,*,297,156
a29,*,*,*,*,424,329
a3,*,*,*,*,2978,1999
a30,*,*,*,*,305,214
a31,*,*,*,*,307,239
a32,*,*,*,*,377,262
a33,*,*,*,*,331,212
a34,*,*,*,*,360,228
a35,*,*,*,*,318,216
a36,*,*,*,*,348,210
a37,*,*,*,*,190,125
a38,*,*,*,*,372,264
a39,*,*,*,*,313,203
a4,*,*,*,*,2939,1924
a40,*,*,*,*,436,275
a41,*,*,*,*,498,336
a42,*,*,*,*,336,216
a43,*,*,*,*,407,280
a44,*,*,*,*,468,300
a45,*,*,*,*,23,13
a46,*,*,*,*,234,177
a47,*,*,*,*,370,242
a5,*,*,*,*,748,488
a6,*,*,*,*,513,324
a7,*,*,*,*,255,168
a8,*,*,*,*,1389,993
a9,*,*,*,*,384,246
*,b0,*,*,*,11414,7683
*,b1,*,*,*,911,619
*,b10,*,*,*,183,123
*,b11,*,*,*,546,375
*,b12,*,*,*,1035,627
*,b13,*,*,*,211,122
*,b14,*,*,*,2308,1549
*,b15,*,*,*,556,362
*,b16,*,*,*,976,665
*,b17,*,*,*,2741,1918
*,b18,*,*,*,4925,3355
*,b19,*,*,*,349,245
*,b2,*,*,*,184,146
*,b20,*,*,*,522,336
*,b21,*,*,*,203,127
*,b22,*,*,*,166,125
*,b23,*,*,*,796,545
*,b24,*,*,*,322,218
*,b25,*,*,*,1470,1002
*,b26,*,*,*,56,28
*,b27,*,*,*,338,226
*,b28,*,*,*,129,87
*,b3,*,*,*,1098,759
*,b4,*,*,*,573,399
*,b5,*,*,*,420,294
*,b6,*,*,*,708,486
*,b7,*,*,*,7,2
*,b8,*,*,*,1166,757
*,b9,*,*,*,22793,15156
*,*,c0,*,*,12702,8576
*,*,c1,*,*,12724,8488
*,*,c2,*,*,5651,3769
*,*,c3,*,*,9314,6195
*,*,c4,*,*,7254,4966
*,*,c5,*,*,9461,6342
*,*,*,d0,*,14474,9532
*,*,*,d1,*,13364,8929
*,*,*,d2,*,8313,5643
*,*,*,d3,*,13005,8859
*,*,*,d4,*,7950,5373
*,*,*,*,e0,309,207
*,*,*,*,e1,342,192
*,*,*,*,e10,321,210
*,*,*,*,e100,83,55
*,*,*,*,e101,158,91
*,*,*,*,e102,129,114
*,*,*,*,e103,150,99
*,*,*,*,e104,161,115
*,*,*,*,e105,139,89
*,*,*,*,e106,155,94
*,*,*,*,e107,167,103
*,*,*,*,e108,131,91
*,*,*,*,e109,142,98
*,*,*,*,e11,341,220
*,*,*,*,e110,144,93
*,*,*,*,e111,148,107
*,*,*,*,e112,141,93
*,*,*,*,e113,140,103
*,*,*,*,e114,165,96
*,*,*,*,e115,150,108
*,*,*,*,e116,156,96
*,*,*,*,e117,150,108
*,*,*,*,e118,137,112
*,*,*,*,e119,143,91
*,*,*,*,e12,332,202
*,*,*,*,e120,5,3
*,*,*,*,e121,6,2
*,*,*,*,e122,7,1
*,*,*,*,e123,6,2
*,*,*,*,e124,4,4
*,*,*,*,e125,5,3
*,*,*,*,e126,161,106
*,*,*,*,e127,146,100
*,*,*,*,e128,305,211
*,*,*,*,e129,320,217
*,*,*,*,e13,302,226
*,*,*,*,e130,333,237
*,*,*,*,e131,322,215
*,*,*,*,e132,328,231
*,*,*,*,e133,274,237
*,*,*,*,e134,302,236
*,*,*,*,e135,353,217
*,*,*,*,e136,324,229
*,*,*,*,e137,321,205
*,*,*,*,e138,336,197
*,*,*,*,e139,295,224
*,*,*,*,e14,321,213
*,*,*,*,e140,316,222
*,*,*,*,e141,312,223
*,*,*,*,e142,293,221
*,*,*,*,e143,479,293
*,*,*,*,e144,44,43
*,*,*,*,e145,53,34
*,*,*,*,e146,57,30
*,*,*,*,e147,40,38
*,*,*,*,e148,43,35
*,*,*,*,e149,49,29
*,*,*,*,e15,345,213
*,*,*,*,e150,42,39
*,*,*,*,e151,73,23
*,*,*,*,e152,53,43
*,*,*,*,e153,106,59
*,*,*,*,e154,92,67
*,*,*,*,e155,45,18
*,*,*,*,e156,57,42
*,*,*,*,e157,56,49
*,*,*,*,e158,54,30
*,*,*,*,e159,49,23
*,*,*,*,e16,338,214
*,*,*,*,e160,57,36
*,*,*,*,e161,50,43
*,*,*,*,e162,58,41
*,*,*,*,e163,59,34
*,*,*,*,e164,55,35
*,*,*,*,e165,61,26
*,*,*,*,e166,58,41
*,*,*,*,e167,76,38
*,*,*,*,e168,79,38
*,*,*,*,e169,87,60
*,*,*,*,e17,367,224
*,*,*,*,e170,47,25
*,*,*,*,e171,38,22
*,*,*,*,e172,83,55
*,*,*,*,e173,45,39
*,*,*,*,e174,43,41
*,*,*,*,e175,42,24
*,*,*,*,e176,501,339
*,*,*,*,e177,495,351
*,*,*,*,e178,91,62
*,*,*,*,e179,113,52
*,*,*,*,e18,354,219
*,*,*,*,e180,106,62
*,*,*,*,e181,96,63
*,*,*,*,e182,481,347
*,*,*,*,e183,475,347
*,*,*,*,e184,530,325
*,*,*,*,e185,487,329
*,*,*,*,e186,489,330
*,*,*,*,e187,484,329
*,*,*,*,e188,492,357
*,*,*,*,e189,477,354
*,*,*,*,e19,298,218
*,*,*,*,e190,499,344
*,*,*,*,e191,498,339
*,*,*,*,e192,53,37
*,*,*,*,e193,59,34
*,*,*,*,e194,58,44
*,*,*,*,e195,93,51
*,*,*,*,e196,87,51
*,*,*,*,e197,82,47
*,*,*,*,e198,81,39
*,*,*,*,e199,57,27
*,*,*,*,e2,273,204
*,*,*,*,e20,343,221
*,*,*,*,e200,56,25
*,*,*,*,e201,55,29
*,*,*,*,e202,56,49
*,*,*,*,e203,65,55
*,*,*,*,e204,75,39
*,*,*,*,e205,68,49
*,*,*,*,e21,330,243
*,*,*,*,e22,324,231
*,*,*,*,e23,310,209
*,*,*,*,e24,337,212
*,*,*,*,e25,301,215
*,*,*,*,e26,304,197
*,*,*,*,e27,302,259
*,*,*,*,e28,312,234
*,*,*,*,e29,321,216
*,*,*,*,e3,310,221
*,*,*,*,e30,290,232
*,*,*,*,e31,325,233
*,*,*,*,e32,339,240
*,*,*,*,e33,284,208
*,*,*,*,e34,282,219
*,*,*,*,e35,297,210
*,*,*,*,e36,283,242
*,*,*,*,e37,335,241
*,*,*,*,e38,633,393
*,*,*,*,e39,610,419
*,*,*,*,e4,316,212
*,*,*,*,e40,633,426
*,*,*,*,e41,616,422
*,*,*,*,e42,616,428
*,*,*,*,e43,569,460
*,*,*,*,e44,600,369
