DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,*,*,*,*,3614.0,1492.0
a1,*,*,*,*,250.0,98.0
a10,*,*,*,*,337.0,143.0
a11,*,*,*,*,421.0,212.0
a12,*,*,*,*,4569.0,4782.0
a13,*,*,*,*,298.0,125.0
a14,*,*,*,*,509.0,238.0
a15,*,*,*,*,2468.0,1012.0
a16,*,*,*,*,5578.0,2396.0
a17,*,*,*,*,1376.0,562.0
a18,*,*,*,*,243.0,174.0
a19,*,*,*,*,14.0,4.0
a2,*,*,*,*,5.0,7.0
a20,*,*,*,*,1637.0,754.0
a21,*,*,*,*,22643.0,9640.0
a22,*,*,*,*,534.0,231.0
a23,*,*,*,*,96.0,36.0
a24,*,*,*,*,275.0,157.0
a25,*,*,*,*,734.0,292.0
a26,*,*,*,*,6.0,0.0
a27,*,*,*,*,678.0,243.0
a28,*,*,*,*,321.0,132.0
a29,*,*,*,*,527.0,226.0
a3,*,*,*,*,3483.0,1494.0
a30,*,*,*,*,376.0,143.0
a31,*,*,*,*,385.0,161.0
a32,*,*,*,*,456.0,183.0
a33,*,*,*,*,371.0,172.0
a34,*,*,*,*,414.0,174.0
a35,*,*,*,*,361.0,173.0
a36,*,*,*,*,342.0,216.0
a37,*,*,*,*,224.0,91.0
a38,*,*,*,*,451.0,185.0
a39,*,*,*,*,368.0,148.0
a4,*,*,*,*,3397.0,1466.0
a40,*,*,*,*,492.0,219.0
a41,*,*,*,*,572.0,262.0
a42,*,*,*,*,404.0,148.0
a43,*,*,*,*,481.0,206.0
a44,*,*,*,*,524.0,244.0
a45,*,*,*,*,29.0,7.0
a46,*,*,*,*,297.0,114.0
a47,*,*,*,*,432.0,180.0
a5,*,*,*,*,884.0,352.0
a6,*,*,*,*,588.0,249.0
a7,*,*,*,*,278.0,145.0
a8,*,*,*,*,1677.0,705.0
a9,*,*,*,*,442.0,188.0
*,b0,*,*,*,12881.0,6216.0
*,b1,*,*,*,1076.0,454.0
*,b10,*,*,*,229.0,77.0
*,b11,*,*,*,613.0,308.0
*,b12,*,*,*,1096.0,566.0
*,b13,*,*,*,173.0,160.0
*,b14,*,*,*,2632.0,1225.0
*,b15,*,*,*,616.0,302.0
*,b16,*,*,*,1144.0,497.0
*,b17,*,*,*,3241.0,1418.0
*,b18,*,*,*,5766.0,2514.0
*,b19,*,*,*,405.0,189.0
*,b2,*,*,*,194.0,136.0
*,b20,*,*,*,566.0,292.0
*,b21,*,*,*,230.0,100.0
*,b22,*,*,*,197.0,94.0
*,b23,*,*,*,902.0,439.0
*,b24,*,*,*,343.0,197.0
*,b25,*,*,*,1544.0,928.0
*,b26,*,*,*,59.0,25.0
*,b27,*,*,*,241.0,323.0
*,b28,*,*,*,153.0,63.0
*,b3,*,*,*,1132.0,725.0
*,b4,*,*,*,526.0,446.0
*,b5,*,*,*,407.0,307.0
*,b6,*,*,*,778.0,416.0
*,b7,*,*,*,7.0,2.0
*,b8,*,*,*,1315.0,608.0
*,b9,*,*,*,26395.0,11554.0
*,*,c0,*,*,14503.0,6775.0
*,*,c1,*,*,14558.0,6654.0
*,*,c2,*,*,6438.0,2982.0
*,*,c3,*,*,10432.0,5077.0
*,*,c4,*,*,8273.0,3947.0
*,*,c5,*,*,10657.0,5146.0
*,*,*,d0,*,16733.0,7273.0
*,*,*,d1,*,15635.0,6658.0
*,*,*,d2,*,9805.0,4151.0
*,*,*,d3,*,13371.0,8493.0
*,*,*,d4,*,9317.0,4006.0
*,*,*,*,e0,373.0,143.0
*,*,*,*,e1,365.0,169.0
*,*,*,*,e10,396.0,135.0
*,*,*,*,e100,87.0,51.0
*,*,*,*,e101,113.0,136.0
*,*,*,*,e102,119.0,124.0
*,*,*,*,e103,127.0,122.0
*,*,*,*,e104,137.0,139.0
*,*,*,*,e105,116.0,112.0
*,*,*,*,e106,123.0,126.0
*,*,*,*,e107,125.0,145.0
*,*,*,*,e108,109.0,113.0
*,*,*,*,e109,109.0,131.0
*,*,*,*,e11,411.0,150.0
*,*,*,*,e110,125.0,112.0
*,*,*,*,e111,124.0,131.0
*,*,*,*,e112,109.0,125.0
*,*,*,*,e113,120.0,123.0
*,*,*,*,e114,128.0,133.0
*,*,*,*,e115,138.0,120.0
*,*,*,*,e116,127.0,125.0
*,*,*,*,e117,132.0,126.0
*,*,*,*,e118,130.0,119.0
*,*,*,*,e119,112.0,122.0
*,*,*,*,e12,369.0,165.0
*,*,*,*,e120,8.0,0.0
*,*,*,*,e121,6.0,2.0
*,*,*,*,e122,7.0,1.0
*,*,*,*,e123,6.0,2.0
*,*,*,*,e124,6.0,2.0
*,*,*,*,e125,5.0,3.0
*,*,*,*,e126,121.0,146.0
*,*,*,*,e127,125.0,121.0
*,*,*,*,e128,353.0,163.0
*,*,*,*,e129,377.0,160.0
*,*,*,*,e13,374.0,154.0
*,*,*,*,e130,395.0,175.0
*,*,*,*,e131,389.0,148.0
*,*,*,*,e132,402.0,157.0
*,*,*,*,e133,360.0,151.0
*,*,*,*,e134,367.0,171.0
*,*,*,*,e135,395.0,175.0
*,*,*,*,e136,410.0,143.0
*,*,*,*,e137,352.0,174.0
*,*,*,*,e138,376.0,157.0
*,*,*,*,e139,369.0,150.0
*,*,*,*,e14,373.0,161.0
*,*,*,*,e140,388.0,150.0
*,*,*,*,e141,401.0,134.0
*,*,*,*,e142,363.0,151.0
*,*,*,*,e143,472.0,300.0
*,*,*,*,e144,60.0,27.0
*,*,*,*,e145,65.0,22.0
*,*,*,*,e146,60.0,27.0
*,*,*,*,e147,60.0,18.0
*,*,*,*,e148,54.0,24.0
*,*,*,*,e149,40.0,38.0
*,*,*,*,e15,387.0,171.0
*,*,*,*,e150,41.0,40.0
*,*,*,*,e151,69.0,27.0
*,*,*,*,e152,69.0,27.0
*,*,*,*,e153,115.0,50.0
*,*,*,*,e154,127.0,32.0
*,*,*,*,e155,41.0,22.0
*,*,*,*,e156,68.0,31.0
*,*,*,*,e157,67.0,38.0
*,*,*,*,e158,59.0,25.0
*,*,*,*,e159,47.0,25.0
*,*,*,*,e16,380.0,172.0
*,*,*,*,e160,59.0,34.0
*,*,*,*,e161,59.0,34.0
*,*,*,*,e162,73.0,26.0
*,*,*,*,e163,62.0,31.0
*,*,*,*,e164,66.0,24.0
*,*,*,*,e165,61.0,26.0
*,*,*,*,e166,70.0,29.0
*,*,*,*,e167,79.0,35.0
*,*,*,*,e168,81.0,36.0
*,*,*,*,e169,97.0,50.0
*,*,*,*,e17,404.0,187.0
*,*,*,*,e170,34.0,38.0
*,*,*,*,e171,29.0,31.0
*,*,*,*,e172,101.0,37.0
*,*,*,*,e173,35.0,49.0
*,*,*,*,e174,42.0,42.0
*,*,*,*,e175,47.0,19.0
*,*,*,*,e176,577.0,263.0
*,*,*,*,e177,591.0,255.0
*,*,*,*,e178,103.0,50.0
*,*,*,*,e179,109.0,56.0
*,*,*,*,e18,380.0,193.0
*,*,*,*,e180,118.0,50.0
*,*,*,*,e181,108.0,51.0
*,*,*,*,e182,584.0,244.0
*,*,*,*,e183,586.0,236.0
*,*,*,*,e184,636.0,219.0
*,*,*,*,e185,574.0,242.0
*,*,*,*,e186,576.0,243.0
*,*,*,*,e187,581.0,232.0
*,*,*,*,e188,588.0,261.0
*,*,*,*,e189,601.0,230.0
*,*,*,*,e19,359.0,157.0
*,*,*,*,e190,583.0,260.0
*,*,*,*,e191,564.0,273.0
*,*,*,*,e192,56.0,34.0
*,*,*,*,e193,61.0,32.0
*,*,*,*,e194,72.0,30.0
*,*,*,*,e195,100.0,44.0
*,*,*,*,e196,93.0,45.0
*,*,*,*,e197,90.0,39.0
*,*,*,*,e198,80.0,40.0
*,*,*,*,e199,42.0,42.0
*,*,*,*,e2,331.0,146.0
*,*,*,*,e20,394.0,170.0
*,*,*,*,e200,42.0,39.0
*,*,*,*,e201,35.0,49.0
*,*,*,*,e202,74.0,31.0
*,*,*,*,e203,89.0,31.0
*,*,*,*,e204,79.0,35.0
*,*,*,*,e205,81.0,36.0
*,*,*,*,e21,406.0,167.0
*,*,*,*,e22,385.0,170.0
*,*,*,*,e23,366.0,153.0
*,*,*,*,e24,377.0,172.0
*,*,*,*,e25,375.0,141.0
*,*,*,*,e26,341.0,160.0
