DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,*,*,*,*,4827.0,279.0
a1,*,*,*,*,348.0,0.0
a10,*,*,*,*,453.0,27.0
a11,*,*,*,*,552.0,81.0
a12,*,*,*,*,9051.0,300.0
a13,*,*,*,*,396.0,27.0
a14,*,*,*,*,657.0,90.0
a15,*,*,*,*,3210.0,270.0
a16,*,*,*,*,7557.0,417.0
a17,*,*,*,*,1851.0,87.0
a18,*,*,*,*,411.0,6.0
a19,*,*,*,*,18.0,0.0
a2,*,*,*,*,12.0,0.0
a20,*,*,*,*,2250.0,141.0
a21,*,*,*,*,30795.0,1488.0
a22,*,*,*,*,753.0,12.0
a23,*,*,*,*,132.0,0.0
a24,*,*,*,*,384.0,48.0
a25,*,*,*,*,966.0,60.0
a26,*,*,*,*,6.0,0.0
a27,*,*,*,*,840.0,81.0
a28,*,*,*,*,378.0,75.0
a29,*,*,*,*,699.0,54.0
a3,*,*,*,*,4893.0,84.0
a30,*,*,*,*,465.0,54.0
a31,*,*,*,*,489.0,57.0
a32,*,*,*,*,579.0,60.0
a33,*,*,*,*,483.0,60.0
a34,*,*,*,*,507.0,81.0
a35,*,*,*,*,480.0,54.0
a36,*,*,*,*,504.0,54.0
a37,*,*,*,*,267.0,48.0
a38,*,*,*,*,555.0,81.0
a39,*,*,*,*,489.0,27.0
a4,*,*,*,*,4447.0,416.0
a40,*,*,*,*,630.0,81.0
a41,*,*,*,*,753.0,81.0
a42,*,*,*,*,498.0,54.0
a43,*,*,*,*,606.0,81.0
a44,*,*,*,*,687.0,81.0
a45,*,*,*,*,36.0,0.0
a46,*,*,*,*,411.0,0.0
a47,*,*,*,*,534.0,78.0
a5,*,*,*,*,1128.0,108.0
a6,*,*,*,*,756.0,81.0
a7,*,*,*,*,369.0,54.0
a8,*,*,*,*,2184.0,198.0
a9,*,*,*,*,570.0,60.0
*,b0,*,*,*,17476.0,1621.0
*,b1,*,*,*,1407.0,123.0
*,b10,*,*,*,306.0,0.0
*,b11,*,*,*,885.0,36.0
*,b12,*,*,*,1500.0,162.0
