DOMAIN,province,user_type,os,cdn_server,normal,abnormal
315.live.cmvideo.cn,9999,*,*,*,609.0,231.0
315.live.cmvideo.cn,上海,*,*,*,52.0,14.0
315.live.cmvideo.cn,北京,*,*,*,34.0,8.0
315.live.cmvideo.cn,天津,*,*,*,83.0,19.0
315.live.cmvideo.cn,山东,*,*,*,1539.0,402.0
315.live.cmvideo.cn,广西,*,*,*,19.0,5.0
315.live.cmvideo.cn,江苏,*,*,*,250.0,50.0
315.live.cmvideo.cn,河北,*,*,*,2.0,1.0
315.live.cmvideo.cn,河南,*,*,*,689.0,169.0
315.live.cmvideo.cn,浙江,*,*,*,745.0,185.0
cache.family.migu.cn,9999,*,*,*,22.0,5.0
cache.family.migu.cn,北京,*,*,*,3.0,0.0
cache.family.migu.cn,山东,*,*,*,179.0,40.0
cache.family.migu.cn,河南,*,*,*,24.0,3.0
cache.family.migu.cn,浙江,*,*,*,60.0,12.0
download.mlocso.com,9999,*,*,*,2.0,1.0
download.mlocso.com,北京,*,*,*,3.0,0.0
download.mlocso.com,山东,*,*,*,1.0,2.0
download.mlocso.com,浙江,*,*,*,3.0,0.0
hlsmgspdl.miguvideo.com,9999,*,*,*,613.0,182.0
hlsmgspdl.miguvideo.com,上海,*,*,*,14.0,4.0
hlsmgspdl.miguvideo.com,北京,*,*,*,32.0,13.0
hlsmgspdl.miguvideo.com,安徽,*,*,*,5.0,7.0
hlsmgspdl.miguvideo.com,山东,*,*,*,1402.0,326.0
hlsmgspdl.miguvideo.com,广东,*,*,*,26.0,7.0
hlsmgspdl.miguvideo.com,广西,*,*,*,2.0,1.0
hlsmgspdl.miguvideo.com,江苏,*,*,*,228.0,48.0
hlsmgspdl.miguvideo.com,河北,*,*,*,4.0,2.0
hlsmgspdl.miguvideo.com,河南,*,*,*,738.0,213.0
hlsmgspdl.miguvideo.com,浙江,*,*,*,857.0,199.0
hlsmgspdl.miguvideo.com,湖北,*,*,*,32.0,7.0
hlsmgspdl.miguvideo.com,福建,*,*,*,10.0,5.0
hlsmgsplive.miguvideo.com,9999,*,*,*,1097.0,423.0
hlsmgsplive.miguvideo.com,北京,*,*,*,3.0,0.0
hlsmgsplive.miguvideo.com,山东,*,*,*,2426.0,579.0
hlsmgsplive.miguvideo.com,江苏,*,*,*,269.0,66.0
hlsmgzblive.miguvideo.com,9999,*,*,*,190.0,50.0
hlsmgzblive.miguvideo.com,北京,*,*,*,1.0,2.0
hlsmgzblive.miguvideo.com,山东,*,*,*,759.0,186.0
hlsmgzblive.miguvideo.com,江苏,*,*,*,36.0,12.0
img.9ask.cn,9999,*,*,*,192.0,66.0
img.9ask.cn,山东,*,*,*,426.0,99.0
img.9ask.cn,江苏,*,*,*,43.0,11.0
invoke.hzrsj.gov.cn,9999,*,*,*,116.0,31.0
invoke.hzrsj.gov.cn,山东,*,*,*,216.0,60.0
iphone.cmvideo.cn,9999,*,*,*,663.0,195.0
iphone.cmvideo.cn,北京,*,*,*,3.0,0.0
iphone.cmvideo.cn,天津,*,*,*,60.0,24.0
iphone.cmvideo.cn,山东,*,*,*,883.0,212.0
iphone.cmvideo.cn,江苏,*,*,*,167.0,37.0
iphone.cmvideo.cn,河北,*,*,*,102.0,36.0
jwc.wfu.edu.cn,9999,*,*,*,107.0,28.0
jwc.wfu.edu.cn,山东,*,*,*,404.0,91.0
lib.wfu.edu.cn,9999,*,*,*,63.0,24.0
lib.wfu.edu.cn,山东,*,*,*,321.0,72.0
liveimg.qdqss.cn,9999,*,*,*,134.0,25.0
liveimg.qdqss.cn,山东,*,*,*,364.0,83.0
liveimg.qdqss.cn,江苏,*,*,*,24.0,3.0
ltsyd.qq.com,9999,*,*,*,1456.0,698.0
ltsyd.qq.com,上海,*,*,*,14.0,4.0
ltsyd.qq.com,云南,*,*,*,113.0,19.0
ltsyd.qq.com,北京,*,*,*,381.0,96.0
ltsyd.qq.com,吉林,*,*,*,275.0,76.0
ltsyd.qq.com,四川,*,*,*,193.0,59.0
ltsyd.qq.com,天津,*,*,*,137.0,31.0
ltsyd.qq.com,安徽,*,*,*,85.0,17.0
ltsyd.qq.com,山东,*,*,*,2641.0,692.0
ltsyd.qq.com,山西,*,*,*,7.0,2.0
ltsyd.qq.com,广东,*,*,*,48.0,12.0
ltsyd.qq.com,广西,*,*,*,144.0,45.0
ltsyd.qq.com,新疆,*,*,*,129.0,33.0
ltsyd.qq.com,江苏,*,*,*,180.0,54.0
ltsyd.qq.com,江西,*,*,*,77.0,25.0
ltsyd.qq.com,河北,*,*,*,66.0,12.0
ltsyd.qq.com,河南,*,*,*,129.0,33.0
ltsyd.qq.com,浙江,*,*,*,20.0,7.0
ltsyd.qq.com,湖北,*,*,*,135.0,30.0
ltsyd.qq.com,湖南,*,*,*,26.0,7.0
ltsyd.qq.com,甘肃,*,*,*,3.0,0.0
ltsyd.qq.com,福建,*,*,*,48.0,12.0
ltsyd.qq.com,贵州,*,*,*,78.0,24.0
ltsyd.qq.com,辽宁,*,*,*,467.0,130.0
ltsyd.qq.com,陕西,*,*,*,311.0,70.0
m.wfu.edu.cn,9999,*,*,*,93.0,18.0
m.wfu.edu.cn,山东,*,*,*,247.0,65.0
mcontent.10086.cn,9999,*,*,*,133.0,41.0
mcontent.10086.cn,北京,*,*,*,3.0,0.0
mcontent.10086.cn,山东,*,*,*,330.0,90.0
mcontent.10086.cn,河南,*,*,*,51.0,15.0
mcontent.10086.cn,浙江,*,*,*,64.0,20.0
pcdowncmnet.titan.mgtv.com,9999,*,*,*,603.0,288.0
pcdowncmnet.titan.mgtv.com,北京,*,*,*,104.0,22.0
pcdowncmnet.titan.mgtv.com,吉林,*,*,*,27.0,9.0
pcdowncmnet.titan.mgtv.com,天津,*,*,*,33.0,15.0
pcdowncmnet.titan.mgtv.com,安徽,*,*,*,174.0,42.0
pcdowncmnet.titan.mgtv.com,山东,*,*,*,1121.0,277.0
pcdowncmnet.titan.mgtv.com,广东,*,*,*,64.0,17.0
pcdowncmnet.titan.mgtv.com,江苏,*,*,*,95.0,25.0
pcdowncmnet.titan.mgtv.com,江西,*,*,*,13.0,2.0
pcdowncmnet.titan.mgtv.com,河北,*,*,*,46.0,23.0
pcdowncmnet.titan.mgtv.com,河南,*,*,*,276.0,84.0
pcdowncmnet.titan.mgtv.com,湖北,*,*,*,39.0,9.0
pcdowncmnet.titan.mgtv.com,陕西,*,*,*,29.0,7.0
pcdowncmnet.titan.mgtv.com,青海,*,*,*,26.0,10.0
pcvideocmnet.titan.mgtv.com,9999,*,*,*,817.0,359.0
pcvideocmnet.titan.mgtv.com,上海,*,*,*,18.0,3.0
pcvideocmnet.titan.mgtv.com,云南,*,*,*,7.0,2.0
pcvideocmnet.titan.mgtv.com,北京,*,*,*,322.0,80.0
pcvideocmnet.titan.mgtv.com,吉林,*,*,*,176.0,34.0
pcvideocmnet.titan.mgtv.com,四川,*,*,*,2.0,1.0
pcvideocmnet.titan.mgtv.com,天津,*,*,*,115.0,29.0
pcvideocmnet.titan.mgtv.com,安徽,*,*,*,702.0,165.0
pcvideocmnet.titan.mgtv.com,山东,*,*,*,1436.0,352.0
pcvideocmnet.titan.mgtv.com,山西,*,*,*,46.0,20.0
