DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,*,*,*,*,4108.0,998.0
a1,*,*,*,*,282.0,66.0
a10,*,*,*,*,368.0,112.0
a11,*,*,*,*,506.0,127.0
a12,*,*,*,*,7360.0,1991.0
a13,*,*,*,*,358.0,65.0
a14,*,*,*,*,590.0,157.0
a15,*,*,*,*,2781.0,699.0
a16,*,*,*,*,6406.0,1568.0
a17,*,*,*,*,1541.0,397.0
a18,*,*,*,*,333.0,84.0
a19,*,*,*,*,14.0,4.0
a2,*,*,*,*,11.0,1.0
a20,*,*,*,*,1907.0,484.0
a21,*,*,*,*,25772.0,6511.0
a22,*,*,*,*,607.0,158.0
a23,*,*,*,*,101.0,31.0
a24,*,*,*,*,332.0,100.0
a25,*,*,*,*,811.0,215.0
a26,*,*,*,*,4.0,2.0
a27,*,*,*,*,728.0,193.0
a28,*,*,*,*,358.0,95.0
a29,*,*,*,*,594.0,159.0
a3,*,*,*,*,3998.0,979.0
a30,*,*,*,*,414.0,105.0
a31,*,*,*,*,432.0,114.0
a32,*,*,*,*,506.0,133.0
a33,*,*,*,*,408.0,135.0
a34,*,*,*,*,460.0,128.0
a35,*,*,*,*,422.0,112.0
a36,*,*,*,*,438.0,120.0
a37,*,*,*,*,269.0,46.0
a38,*,*,*,*,510.0,126.0
a39,*,*,*,*,419.0,97.0
a4,*,*,*,*,3911.0,952.0
a40,*,*,*,*,581.0,130.0
a41,*,*,*,*,661.0,173.0
a42,*,*,*,*,443.0,109.0
a43,*,*,*,*,547.0,140.0
a44,*,*,*,*,612.0,156.0
a45,*,*,*,*,32.0,4.0
a46,*,*,*,*,321.0,90.0
a47,*,*,*,*,482.0,130.0
a5,*,*,*,*,1009.0,227.0
a6,*,*,*,*,685.0,152.0
a7,*,*,*,*,323.0,100.0
a8,*,*,*,*,1899.0,483.0
a9,*,*,*,*,510.0,120.0
*,b0,*,*,*,15307.0,3790.0
*,b1,*,*,*,1221.0,309.0
*,b10,*,*,*,255.0,51.0
*,b11,*,*,*,745.0,176.0
*,b12,*,*,*,1331.0,331.0
*,b13,*,*,*,283.0,50.0
*,b14,*,*,*,3115.0,742.0
*,b15,*,*,*,743.0,175.0
*,b16,*,*,*,1287.0,354.0
*,b17,*,*,*,3737.0,922.0
*,b18,*,*,*,6596.0,1684.0
*,b19,*,*,*,468.0,126.0
*,b2,*,*,*,256.0,74.0
*,b20,*,*,*,698.0,160.0
*,b21,*,*,*,269.0,61.0
*,b22,*,*,*,243.0,48.0
*,b23,*,*,*,1072.0,269.0
*,b24,*,*,*,415.0,125.0
*,b25,*,*,*,1969.0,503.0
*,b26,*,*,*,71.0,13.0
*,b27,*,*,*,441.0,123.0
*,b28,*,*,*,171.0,45.0
*,b3,*,*,*,1472.0,385.0
*,b4,*,*,*,759.0,213.0
*,b5,*,*,*,565.0,149.0
*,b6,*,*,*,953.0,241.0
*,b7,*,*,*,7.0,2.0
*,b8,*,*,*,1529.0,394.0
*,b9,*,*,*,30186.0,7763.0
*,*,c0,*,*,16975.0,4303.0
*,*,c1,*,*,16951.0,4261.0
*,*,c2,*,*,7458.0,1962.0
*,*,c3,*,*,12397.0,3112.0
*,*,c4,*,*,9799.0,2421.0
*,*,c5,*,*,12584.0,3219.0
*,*,*,d0,*,19295.0,4711.0
*,*,*,d1,*,17760.0,4533.0
*,*,*,d2,*,11159.0,2797.0
*,*,*,d3,*,17368.0,4496.0
*,*,*,d4,*,10582.0,2741.0
*,*,*,*,e0,420.0,96.0
*,*,*,*,e1,423.0,111.0
*,*,*,*,e10,425.0,106.0
*,*,*,*,e100,113.0,25.0
*,*,*,*,e101,197.0,52.0
*,*,*,*,e102,190.0,53.0
*,*,*,*,e103,192.0,57.0
*,*,*,*,e104,218.0,58.0
*,*,*,*,e105,182.0,46.0
*,*,*,*,e106,192.0,57.0
*,*,*,*,e107,206.0,64.0
*,*,*,*,e108,180.0,42.0
*,*,*,*,e109,188.0,52.0
*,*,*,*,e11,459.0,102.0
*,*,*,*,e110,182.0,55.0
*,*,*,*,e111,194.0,61.0
*,*,*,*,e112,187.0,47.0
*,*,*,*,e113,171.0,72.0
*,*,*,*,e114,178.0,83.0
*,*,*,*,e115,205.0,53.0
*,*,*,*,e116,192.0,60.0
*,*,*,*,e117,199.0,59.0
*,*,*,*,e118,191.0,58.0
*,*,*,*,e119,192.0,42.0
*,*,*,*,e12,429.0,105.0
*,*,*,*,e120,7.0,1.0
*,*,*,*,e121,3.0,5.0
*,*,*,*,e122,6.0,2.0
*,*,*,*,e123,7.0,1.0
*,*,*,*,e124,7.0,1.0
*,*,*,*,e125,8.0,0.0
*,*,*,*,e126,213.0,54.0
*,*,*,*,e127,199.0,47.0
*,*,*,*,e128,420.0,96.0
*,*,*,*,e129,438.0,99.0
*,*,*,*,e13,411.0,117.0
*,*,*,*,e130,456.0,114.0
*,*,*,*,e131,440.0,97.0
*,*,*,*,e132,451.0,108.0
*,*,*,*,e133,403.0,108.0
*,*,*,*,e134,441.0,97.0
*,*,*,*,e135,459.0,111.0
*,*,*,*,e136,454.0,99.0
*,*,*,*,e137,413.0,113.0
*,*,*,*,e138,431.0,102.0
