DOMAIN,province,user_type,os,cdn_server,normal,abnormal
a0,*,*,*,*,3069,2037
a1,*,*,*,*,205,143
a10,*,*,*,*,266,214
a11,*,*,*,*,389,244
a12,*,*,*,*,5655,3696
a13,*,*,*,*,256,167
a14,*,*,*,*,471,276
a15,*,*,*,*,2146,1334
a16,*,*,*,*,4819,3155
a17,*,*,*,*,1177,761
a18,*,*,*,*,244,173
a19,*,*,*,*,12,6
a2,*,*,*,*,9,3
a20,*,*,*,*,1394,997
a21,*,*,*,*,19377,12906
a22,*,*,*,*,454,311
a23,*,*,*,*,73,59
a24,*,*,*,*,253,179
a25,*,*,*,*,640,386
a26,*,*,*,*,3,3
a27,*,*,*,*,576,345
a28,*,*,*,*,278,175
a29,*,*,*,*,440,313
a3,*,*,*,*,2954,2023
a30,*,*,*,*,302,217
a31,*,*,*,*,342,204
a32,*,*,*,*,398,241
a33,*,*,*,*,330,213
a34,*,*,*,*,357,231
a35,*,*,*,*,330,204
a36,*,*,*,*,316,242
a37,*,*,*,*,186,129
a38,*,*,*,*,365,271
a39,*,*,*,*,290,226
a4,*,*,*,*,2932,1931
a40,*,*,*,*,426,285
a41,*,*,*,*,475,359
a42,*,*,*,*,330,222
a43,*,*,*,*,401,286
a44,*,*,*,*,458,310
a45,*,*,*,*,23,13
a46,*,*,*,*,251,160
a47,*,*,*,*,372,240
a5,*,*,*,*,741,495
a6,*,*,*,*,502,335
a7,*,*,*,*,266,157
a8,*,*,*,*,1456,926
a9,*,*,*,*,383,247
*,b0,*,*,*,11520,7577
*,b1,*,*,*,916,614
*,b10,*,*,*,197,109
*,b11,*,*,*,556,365
*,b12,*,*,*,990,672
*,b13,*,*,*,214,119
*,b14,*,*,*,2389,1468
*,b15,*,*,*,549,369
*,b16,*,*,*,1019,622
*,b17,*,*,*,2731,1928
*,b18,*,*,*,4922,3358
*,b19,*,*,*,352,242
*,b2,*,*,*,204,126
*,b20,*,*,*,502,356
*,b21,*,*,*,196,134
*,b22,*,*,*,169,122
*,b23,*,*,*,831,510
*,b24,*,*,*,321,219
*,b25,*,*,*,1449,1023
*,b26,*,*,*,51,33
*,b27,*,*,*,342,222
*,b28,*,*,*,128,88
*,b3,*,*,*,1137,720
*,b4,*,*,*,590,382
*,b5,*,*,*,403,311
*,b6,*,*,*,734,460
*,b7,*,*,*,4,5
*,b8,*,*,*,1170,753
*,b9,*,*,*,22806,15143
*,*,c0,*,*,12748,8530
*,*,c1,*,*,12739,8473
*,*,c2,*,*,5714,3706
*,*,c3,*,*,9365,6144
*,*,c4,*,*,7319,4901
*,*,c5,*,*,9507,6296
*,*,*,d0,*,14418,9588
*,*,*,d1,*,13379,8914
*,*,*,d2,*,8403,5553
*,*,*,d3,*,13156,8708
*,*,*,d4,*,8036,5287
*,*,*,*,e0,306,210
*,*,*,*,e1,315,219
*,*,*,*,e10,341,190
*,*,*,*,e100,87,51
*,*,*,*,e101,158,91
*,*,*,*,e102,150,93
*,*,*,*,e103,153,96
*,*,*,*,e104,148,128
*,*,*,*,e105,135,93
*,*,*,*,e106,141,108
*,*,*,*,e107,176,94
*,*,*,*,e108,132,90
*,*,*,*,e109,143,97
*,*,*,*,e11,349,212
*,*,*,*,e110,145,92
*,*,*,*,e111,153,102
*,*,*,*,e112,154,80
*,*,*,*,e113,149,94
*,*,*,*,e114,169,92
*,*,*,*,e115,142,116
*,*,*,*,e116,158,94
*,*,*,*,e117,143,115
*,*,*,*,e118,164,85
*,*,*,*,e119,150,84
*,*,*,*,e12,335,199
*,*,*,*,e120,4,4
*,*,*,*,e121,5,3
*,*,*,*,e122,4,4
*,*,*,*,e123,4,4
*,*,*,*,e124,3,5
*,*,*,*,e125,5,3
*,*,*,*,e126,164,103
*,*,*,*,e127,151,95
*,*,*,*,e128,313,203
*,*,*,*,e129,333,204
*,*,*,*,e13,323,205
*,*,*,*,e130,351,219
*,*,*,*,e131,314,223
*,*,*,*,e132,344,215
*,*,*,*,e133,309,202
*,*,*,*,e134,318,220
*,*,*,*,e135,344,226
*,*,*,*,e136,336,217
*,*,*,*,e137,317,209
*,*,*,*,e138,311,222
*,*,*,*,e139,302,217
*,*,*,*,e14,298,236
*,*,*,*,e140,314,224
*,*,*,*,e141,326,209
*,*,*,*,e142,310,204
*,*,*,*,e143,463,309
