DOMAIN,province,user_type,os,cdn_server,normal,abnormal
315.live.cmvideo.cn,9999,0,*,*,208.0,41.0
315.live.cmvideo.cn,9999,1,*,*,220.0,56.0
315.live.cmvideo.cn,9999,4,*,*,97.0,26.0
315.live.cmvideo.cn,9999,9,*,*,156.0,36.0
315.live.cmvideo.cn,上海,9,*,*,54.0,12.0
315.live.cmvideo.cn,北京,9,*,*,35.0,7.0
315.live.cmvideo.cn,天津,4,*,*,76.0,26.0
315.live.cmvideo.cn,山东,0,*,*,217.0,53.0
315.live.cmvideo.cn,山东,1,*,*,297.0,75.0
315.live.cmvideo.cn,山东,2,*,*,278.0,88.0
315.live.cmvideo.cn,山东,3,*,*,243.0,78.0
315.live.cmvideo.cn,山东,4,*,*,212.0,73.0
315.live.cmvideo.cn,山东,9,*,*,259.0,68.0
315.live.cmvideo.cn,广西,9,*,*,22.0,2.0
315.live.cmvideo.cn,江苏,3,*,*,224.0,70.0
315.live.cmvideo.cn,江苏,4,*,*,6.0,0.0
315.live.cmvideo.cn,河北,9,*,*,2.0,1.0
315.live.cmvideo.cn,河南,0,*,*,108.0,27.0
315.live.cmvideo.cn,河南,1,*,*,228.0,78.0
315.live.cmvideo.cn,河南,3,*,*,213.0,66.0
315.live.cmvideo.cn,河南,9,*,*,100.0,38.0
315.live.cmvideo.cn,浙江,0,*,*,129.0,24.0
315.live.cmvideo.cn,浙江,1,*,*,286.0,62.0
315.live.cmvideo.cn,浙江,2,*,*,18.0,3.0
315.live.cmvideo.cn,浙江,3,*,*,220.0,38.0
315.live.cmvideo.cn,浙江,4,*,*,114.0,36.0
cache.family.migu.cn,9999,1,*,*,21.0,6.0
cache.family.migu.cn,北京,9,*,*,2.0,1.0
cache.family.migu.cn,山东,1,*,*,61.0,20.0
cache.family.migu.cn,山东,2,*,*,63.0,12.0
cache.family.migu.cn,山东,3,*,*,19.0,8.0
cache.family.migu.cn,山东,9,*,*,28.0,8.0
cache.family.migu.cn,河南,1,*,*,17.0,10.0
cache.family.migu.cn,浙江,1,*,*,31.0,11.0
cache.family.migu.cn,浙江,3,*,*,20.0,7.0
cache.family.migu.cn,浙江,4,*,*,2.0,1.0
download.mlocso.com,9999,1,*,*,1.0,2.0
download.mlocso.com,北京,9,*,*,2.0,1.0
download.mlocso.com,山东,0,*,*,3.0,0.0
download.mlocso.com,浙江,4,*,*,2.0,1.0
hlsmgspdl.miguvideo.com,9999,0,*,*,265.0,59.0
hlsmgspdl.miguvideo.com,9999,1,*,*,143.0,37.0
hlsmgspdl.miguvideo.com,9999,4,*,*,35.0,19.0
hlsmgspdl.miguvideo.com,9999,9,*,*,182.0,55.0
hlsmgspdl.miguvideo.com,上海,9,*,*,15.0,3.0
hlsmgspdl.miguvideo.com,北京,0,*,*,2.0,1.0
hlsmgspdl.miguvideo.com,北京,9,*,*,33.0,9.0
hlsmgspdl.miguvideo.com,安徽,9,*,*,8.0,4.0
hlsmgspdl.miguvideo.com,山东,0,*,*,240.0,51.0
hlsmgspdl.miguvideo.com,山东,1,*,*,321.0,81.0
hlsmgspdl.miguvideo.com,山东,2,*,*,303.0,84.0
hlsmgspdl.miguvideo.com,山东,3,*,*,234.0,51.0
hlsmgspdl.miguvideo.com,山东,4,*,*,110.0,46.0
hlsmgspdl.miguvideo.com,山东,9,*,*,171.0,36.0
hlsmgspdl.miguvideo.com,广东,1,*,*,28.0,5.0
hlsmgspdl.miguvideo.com,广西,1,*,*,3.0,0.0
hlsmgspdl.miguvideo.com,江苏,3,*,*,180.0,33.0
hlsmgspdl.miguvideo.com,江苏,4,*,*,45.0,18.0
hlsmgspdl.miguvideo.com,河北,1,*,*,3.0,3.0
hlsmgspdl.miguvideo.com,河南,0,*,*,159.0,39.0
hlsmgspdl.miguvideo.com,河南,1,*,*,185.0,49.0
hlsmgspdl.miguvideo.com,河南,3,*,*,214.0,59.0
hlsmgspdl.miguvideo.com,河南,4,*,*,23.0,7.0
hlsmgspdl.miguvideo.com,河南,9,*,*,167.0,49.0
hlsmgspdl.miguvideo.com,浙江,0,*,*,189.0,45.0
hlsmgspdl.miguvideo.com,浙江,1,*,*,316.0,80.0
hlsmgspdl.miguvideo.com,浙江,2,*,*,44.0,7.0
hlsmgspdl.miguvideo.com,浙江,3,*,*,168.0,39.0
hlsmgspdl.miguvideo.com,浙江,4,*,*,131.0,37.0
hlsmgspdl.miguvideo.com,湖北,0,*,*,7.0,2.0
hlsmgspdl.miguvideo.com,湖北,1,*,*,21.0,9.0
hlsmgspdl.miguvideo.com,福建,4,*,*,14.0,1.0
hlsmgsplive.miguvideo.com,9999,0,*,*,327.0,77.0
hlsmgsplive.miguvideo.com,9999,1,*,*,231.0,58.0
hlsmgsplive.miguvideo.com,9999,2,*,*,116.0,24.0
hlsmgsplive.miguvideo.com,9999,3,*,*,62.0,13.0
hlsmgsplive.miguvideo.com,9999,4,*,*,150.0,50.0
hlsmgsplive.miguvideo.com,9999,9,*,*,335.0,77.0
hlsmgsplive.miguvideo.com,北京,9,*,*,3.0,0.0
hlsmgsplive.miguvideo.com,山东,0,*,*,309.0,60.0
hlsmgsplive.miguvideo.com,山东,1,*,*,491.0,101.0
hlsmgsplive.miguvideo.com,山东,2,*,*,435.0,109.0
hlsmgsplive.miguvideo.com,山东,3,*,*,434.0,110.0
hlsmgsplive.miguvideo.com,山东,4,*,*,358.0,93.0
hlsmgsplive.miguvideo.com,山东,9,*,*,415.0,90.0
hlsmgsplive.miguvideo.com,江苏,3,*,*,257.0,68.0
hlsmgsplive.miguvideo.com,江苏,4,*,*,9.0,1.0
hlsmgzblive.miguvideo.com,9999,0,*,*,86.0,16.0
hlsmgzblive.miguvideo.com,9999,1,*,*,27.0,9.0
hlsmgzblive.miguvideo.com,9999,9,*,*,79.0,23.0
hlsmgzblive.miguvideo.com,北京,9,*,*,3.0,0.0
hlsmgzblive.miguvideo.com,山东,0,*,*,120.0,33.0
hlsmgzblive.miguvideo.com,山东,1,*,*,238.0,50.0
hlsmgzblive.miguvideo.com,山东,2,*,*,183.0,45.0
hlsmgzblive.miguvideo.com,山东,3,*,*,122.0,25.0
hlsmgzblive.miguvideo.com,山东,4,*,*,39.0,9.0
hlsmgzblive.miguvideo.com,山东,9,*,*,66.0,15.0
hlsmgzblive.miguvideo.com,江苏,3,*,*,38.0,10.0
img.9ask.cn,9999,0,*,*,71.0,13.0
img.9ask.cn,9999,1,*,*,39.0,12.0
img.9ask.cn,9999,3,*,*,24.0,3.0
img.9ask.cn,9999,4,*,*,11.0,7.0
img.9ask.cn,9999,9,*,*,61.0,17.0
img.9ask.cn,山东,0,*,*,75.0,18.0
img.9ask.cn,山东,1,*,*,92.0,16.0
img.9ask.cn,山东,2,*,*,77.0,16.0
img.9ask.cn,山东,3,*,*,72.0,21.0
img.9ask.cn,山东,4,*,*,37.0,17.0
img.9ask.cn,山东,9,*,*,71.0,13.0
img.9ask.cn,江苏,3,*,*,44.0,10.0
invoke.hzrsj.gov.cn,9999,0,*,*,60.0,21.0
invoke.hzrsj.gov.cn,9999,9,*,*,58.0,8.0
invoke.hzrsj.gov.cn,山东,0,*,*,49.0,17.0
invoke.hzrsj.gov.cn,山东,1,*,*,52.0,17.0
invoke.hzrsj.gov.cn,山东,2,*,*,56.0,16.0
invoke.hzrsj.gov.cn,山东,3,*,*,55.0,14.0
iphone.cmvideo.cn,9999,0,*,*,166.0,38.0
iphone.cmvideo.cn,9999,1,*,*,80.0,22.0
iphone.cmvideo.cn,9999,2,*,*,47.0,4.0
iphone.cmvideo.cn,9999,4,*,*,45.0,6.0
iphone.cmvideo.cn,9999,9,*,*,361.0,89.0
iphone.cmvideo.cn,北京,9,*,*,2.0,1.0
iphone.cmvideo.cn,天津,4,*,*,68.0,16.0
iphone.cmvideo.cn,山东,0,*,*,126.0,33.0
iphone.cmvideo.cn,山东,1,*,*,192.0,63.0
iphone.cmvideo.cn,山东,2,*,*,165.0,39.0
iphone.cmvideo.cn,山东,3,*,*,134.0,28.0
iphone.cmvideo.cn,山东,4,*,*,115.0,41.0
iphone.cmvideo.cn,山东,9,*,*,123.0,36.0
iphone.cmvideo.cn,江苏,3,*,*,167.0,37.0
iphone.cmvideo.cn,河北,1,*,*,102.0,36.0
jwc.wfu.edu.cn,9999,0,*,*,84.0,24.0
jwc.wfu.edu.cn,9999,1,*,*,17.0,4.0
jwc.wfu.edu.cn,9999,9,*,*,6.0,0.0
jwc.wfu.edu.cn,山东,0,*,*,83.0,28.0
jwc.wfu.edu.cn,山东,1,*,*,63.0,18.0
jwc.wfu.edu.cn,山东,2,*,*,89.0,19.0
jwc.wfu.edu.cn,山东,3,*,*,63.0,24.0
jwc.wfu.edu.cn,山东,4,*,*,40.0,14.0
jwc.wfu.edu.cn,山东,9,*,*,46.0,8.0
lib.wfu.edu.cn,9999,0,*,*,68.0,19.0
lib.wfu.edu.cn,山东,0,*,*,88.0,20.0
lib.wfu.edu.cn,山东,1,*,*,66.0,12.0
lib.wfu.edu.cn,山东,2,*,*,91.0,17.0
lib.wfu.edu.cn,山东,3,*,*,42.0,12.0
lib.wfu.edu.cn,山东,4,*,*,37.0,8.0
liveimg.qdqss.cn,9999,0,*,*,56.0,22.0
liveimg.qdqss.cn,9999,1,*,*,21.0,6.0
liveimg.qdqss.cn,9999,9,*,*,46.0,8.0
liveimg.qdqss.cn,山东,0,*,*,43.0,17.0
liveimg.qdqss.cn,山东,1,*,*,86.0,22.0
liveimg.qdqss.cn,山东,2,*,*,43.0,14.0
liveimg.qdqss.cn,山东,3,*,*,75.0,18.0
liveimg.qdqss.cn,山东,4,*,*,33.0,15.0
liveimg.qdqss.cn,山东,9,*,*,63.0,18.0
liveimg.qdqss.cn,江苏,3,*,*,17.0,10.0
ltsyd.qq.com,9999,0,*,*,434.0,118.0
ltsyd.qq.com,9999,1,*,*,432.0,114.0
ltsyd.qq.com,9999,2,*,*,87.0,33.0
ltsyd.qq.com,9999,3,*,*,93.0,18.0
ltsyd.qq.com,9999,4,*,*,364.0,83.0
ltsyd.qq.com,9999,9,*,*,296.0,82.0
ltsyd.qq.com,上海,0,*,*,12.0,0.0
ltsyd.qq.com,上海,9,*,*,6.0,0.0
ltsyd.qq.com,云南,1,*,*,17.0,1.0
ltsyd.qq.com,云南,3,*,*,7.0,2.0
ltsyd.qq.com,云南,9,*,*,79.0,26.0
ltsyd.qq.com,北京,0,*,*,113.0,22.0
ltsyd.qq.com,北京,3,*,*,87.0,18.0
ltsyd.qq.com,北京,4,*,*,26.0,4.0
ltsyd.qq.com,北京,9,*,*,168.0,39.0
ltsyd.qq.com,吉林,0,*,*,78.0,24.0
ltsyd.qq.com,吉林,1,*,*,94.0,17.0
ltsyd.qq.com,吉林,2,*,*,31.0,2.0
ltsyd.qq.com,吉林,3,*,*,87.0,15.0
ltsyd.qq.com,吉林,9,*,*,1.0,2.0
ltsyd.qq.com,四川,1,*,*,3.0,0.0
ltsyd.qq.com,四川,3,*,*,73.0,23.0
ltsyd.qq.com,四川,4,*,*,45.0,12.0
ltsyd.qq.com,四川,9,*,*,81.0,15.0
ltsyd.qq.com,天津,0,*,*,3.0,3.0
ltsyd.qq.com,天津,1,*,*,65.0,19.0
ltsyd.qq.com,天津,3,*,*,14.0,4.0
ltsyd.qq.com,天津,4,*,*,44.0,10.0
ltsyd.qq.com,天津,9,*,*,4.0,2.0
ltsyd.qq.com,安徽,0,*,*,21.0,3.0
ltsyd.qq.com,安徽,1,*,*,7.0,2.0
ltsyd.qq.com,安徽,3,*,*,5.0,1.0
ltsyd.qq.com,安徽,4,*,*,28.0,8.0
ltsyd.qq.com,安徽,9,*,*,25.0,2.0
ltsyd.qq.com,山东,0,*,*,442.0,110.0
ltsyd.qq.com,山东,1,*,*,512.0,148.0
ltsyd.qq.com,山东,2,*,*,500.0,121.0
ltsyd.qq.com,山东,3,*,*,517.0,110.0
ltsyd.qq.com,山东,4,*,*,393.0,87.0
ltsyd.qq.com,山东,9,*,*,311.0,82.0
ltsyd.qq.com,山西,3,*,*,7.0,2.0
ltsyd.qq.com,广东,0,*,*,3.0,0.0
ltsyd.qq.com,广东,1,*,*,18.0,3.0
ltsyd.qq.com,广东,9,*,*,32.0,4.0
ltsyd.qq.com,广西,4,*,*,50.0,13.0
ltsyd.qq.com,广西,9,*,*,105.0,21.0
ltsyd.qq.com,新疆,0,*,*,33.0,6.0
ltsyd.qq.com,新疆,1,*,*,83.0,19.0
ltsyd.qq.com,新疆,3,*,*,18.0,3.0
ltsyd.qq.com,江苏,0,*,*,23.0,7.0
ltsyd.qq.com,江苏,1,*,*,3.0,0.0
ltsyd.qq.com,江苏,3,*,*,110.0,19.0
ltsyd.qq.com,江苏,4,*,*,64.0,8.0
ltsyd.qq.com,江西,9,*,*,88.0,14.0
ltsyd.qq.com,河北,0,*,*,42.0,15.0
ltsyd.qq.com,河北,1,*,*,21.0,0.0
ltsyd.qq.com,河南,0,*,*,15.0,9.0
ltsyd.qq.com,河南,1,*,*,5.0,4.0
ltsyd.qq.com,河南,4,*,*,20.0,7.0
ltsyd.qq.com,河南,9,*,*,78.0,24.0
ltsyd.qq.com,浙江,0,*,*,10.0,2.0
ltsyd.qq.com,浙江,3,*,*,4.0,2.0
ltsyd.qq.com,浙江,4,*,*,8.0,1.0
ltsyd.qq.com,湖北,0,*,*,2.0,1.0
ltsyd.qq.com,湖北,1,*,*,106.0,23.0
ltsyd.qq.com,湖北,4,*,*,25.0,8.0
ltsyd.qq.com,湖南,1,*,*,2.0,1.0
ltsyd.qq.com,湖南,3,*,*,26.0,4.0
ltsyd.qq.com,甘肃,0,*,*,2.0,1.0
ltsyd.qq.com,福建,4,*,*,44.0,16.0
ltsyd.qq.com,贵州,9,*,*,83.0,19.0
ltsyd.qq.com,辽宁,0,*,*,84.0,18.0
ltsyd.qq.com,辽宁,1,*,*,103.0,26.0
ltsyd.qq.com,辽宁,2,*,*,42.0,15.0
ltsyd.qq.com,辽宁,3,*,*,83.0,19.0
ltsyd.qq.com,辽宁,4,*,*,80.0,22.0
ltsyd.qq.com,辽宁,9,*,*,90.0,15.0
ltsyd.qq.com,陕西,0,*,*,86.0,16.0
ltsyd.qq.com,陕西,1,*,*,93.0,21.0
ltsyd.qq.com,陕西,2,*,*,48.0,15.0
ltsyd.qq.com,陕西,3,*,*,79.0,23.0
m.wfu.edu.cn,9999,0,*,*,60.0,18.0
m.wfu.edu.cn,9999,1,*,*,3.0,3.0
m.wfu.edu.cn,9999,9,*,*,20.0,7.0
m.wfu.edu.cn,山东,0,*,*,66.0,15.0
m.wfu.edu.cn,山东,1,*,*,65.0,16.0
m.wfu.edu.cn,山东,2,*,*,33.0,12.0
m.wfu.edu.cn,山东,3,*,*,36.0,18.0
m.wfu.edu.cn,山东,4,*,*,41.0,10.0
mcontent.10086.cn,9999,0,*,*,64.0,17.0
mcontent.10086.cn,9999,1,*,*,20.0,4.0
mcontent.10086.cn,9999,9,*,*,55.0,14.0
mcontent.10086.cn,北京,9,*,*,1.0,2.0
mcontent.10086.cn,山东,0,*,*,78.0,15.0
mcontent.10086.cn,山东,1,*,*,66.0,21.0
mcontent.10086.cn,山东,2,*,*,59.0,16.0
mcontent.10086.cn,山东,3,*,*,61.0,23.0
mcontent.10086.cn,山东,4,*,*,21.0,9.0
mcontent.10086.cn,山东,9,*,*,39.0,12.0
mcontent.10086.cn,河南,0,*,*,18.0,3.0
mcontent.10086.cn,河南,1,*,*,22.0,8.0
mcontent.10086.cn,河南,9,*,*,11.0,4.0
mcontent.10086.cn,浙江,0,*,*,46.0,11.0
mcontent.10086.cn,浙江,1,*,*,18.0,9.0
pcdowncmnet.titan.mgtv.com,9999,0,*,*,169.0,41.0
pcdowncmnet.titan.mgtv.com,9999,1,*,*,138.0,42.0
pcdowncmnet.titan.mgtv.com,9999,2,*,*,80.0,13.0
pcdowncmnet.titan.mgtv.com,9999,3,*,*,58.0,14.0
pcdowncmnet.titan.mgtv.com,9999,4,*,*,149.0,31.0
